site,year,cdc_week,week_start,total_mosquitoes,predicted_count,risk_level,risk_label
SGE010,2018,29,2018-07-16,3.0,3.0,0,Negligible
SGE010,2018,30,2018-07-23,14.0,14.0,1,Very Low
SGE010,2018,31,2018-07-30,15.0,15.0,2,Low
SGE010,2018,32,2018-08-06,10.0,10.0,1,Very Low
SGE010,2018,33,2018-08-13,11.0,11.0,1,Very Low
SGE010,2018,34,2018-08-20,2.0,2.0,0,Negligible
SGE010,2018,35,2018-08-27,10.0,10.0,1,Very Low
SGE010,2019,20,2019-05-13,2.0,2.0,0,Negligible
SGE010,2019,22,2019-05-27,2.0,2.0,0,Negligible
SGE010,2019,23,2019-06-03,3.0,3.0,0,Negligible
SGE010,2019,24,2019-06-10,8.0,8.0,0,Negligible
SGE010,2019,25,2019-06-17,3.0,3.0,0,Negligible
SGE010,2019,26,2019-06-24,6.0,6.0,0,Negligible
SGE010,2019,27,2019-07-01,9.0,9.0,1,Very Low
SGE010,2019,28,2019-07-08,3.0,3.0,0,Negligible
SGE010,2019,29,2019-07-15,2.0,2.0,0,Negligible
SGE010,2019,30,2019-07-22,17.0,17.0,2,Low
SGE010,2019,31,2019-07-29,19.0,19.0,2,Low
SGE010,2019,32,2019-08-05,31.0,31.0,3,Low-Moderate
SGE010,2019,33,2019-08-12,2.0,2.0,0,Negligible
SGE010,2019,34,2019-08-19,4.0,4.0,0,Negligible
SGE010,2019,35,2019-08-26,19.0,19.0,2,Low
SGE010,2019,36,2019-09-02,9.0,9.0,1,Very Low
SGE010,2019,37,2019-09-09,7.0,7.0,0,Negligible
SGE010,2019,38,2019-09-16,17.0,17.0,2,Low
SGE010,2019,39,2019-09-23,37.0,37.0,3,Low-Moderate
SGE010,2019,40,2019-09-30,3.0,3.0,0,Negligible
SGE010,2019,41,2019-10-07,21.0,21.0,2,Low
SGE010,2019,42,2019-10-14,16.0,16.0,2,Low
SGE010,2020,17,2020-04-20,3.0,3.0,0,Negligible
SGE010,2020,18,2020-04-27,6.0,6.0,0,Negligible
SGE010,2020,19,2020-05-04,3.0,3.0,0,Negligible
SGE010,2020,20,2020-05-11,6.0,6.0,0,Negligible
SGE010,2020,23,2020-06-01,2.0,2.0,0,Negligible
SGE010,2020,26,2020-06-22,2.0,2.0,0,Negligible
SGE010,2020,27,2020-06-29,2.0,2.0,0,Negligible
SGE010,2020,28,2020-07-06,5.0,5.0,0,Negligible
SGE010,2020,29,2020-07-13,5.0,5.0,0,Negligible
SGE010,2020,30,2020-07-20,4.0,4.0,0,Negligible
SGE010,2020,31,2020-07-27,3.0,3.0,0,Negligible
SGE010,2020,32,2020-08-03,7.0,7.0,0,Negligible
SGE010,2020,33,2020-08-10,7.0,7.0,0,Negligible
SGE010,2020,34,2020-08-17,4.0,4.0,0,Negligible
SGE010,2020,35,2020-08-24,2.0,2.0,0,Negligible
SGE010,2020,36,2020-08-31,0.0,0.0,0,Negligible
SGE010,2020,37,2020-09-07,0.0,0.0,0,Negligible
SGE010,2020,38,2020-09-14,0.0,0.0,0,Negligible
SGE010,2020,39,2020-09-21,0.0,0.0,0,Negligible
SGE010,2021,21,2021-05-17,20.0,20.0,2,Low
SGE010,2021,22,2021-05-24,21.0,21.0,2,Low
SGE010,2021,23,2021-05-31,29.0,29.0,3,Low-Moderate
SGE010,2021,24,2021-06-07,23.0,23.0,3,Low-Moderate
SGE010,2021,25,2021-06-14,3.0,3.0,0,Negligible
SGE010,2021,26,2021-06-21,2.0,2.0,0,Negligible
SGE010,2021,27,2021-06-28,0.0,0.0,0,Negligible
SGE010,2021,28,2021-07-05,9.0,9.0,1,Very Low
SGE010,2021,29,2021-07-12,2.0,2.0,0,Negligible
SGE010,2021,30,2021-07-19,5.0,5.0,0,Negligible
SGE010,2021,31,2021-07-26,6.0,6.0,0,Negligible
SGE010,2021,32,2021-08-02,0.0,0.0,0,Negligible
SGE010,2021,33,2021-08-09,15.0,15.0,2,Low
SGE010,2021,34,2021-08-16,1.0,1.0,0,Negligible
SGE010,2021,35,2021-08-23,3.0,3.0,0,Negligible
SGE010,2021,36,2021-08-30,0.0,0.0,0,Negligible
SGE010,2021,37,2021-09-06,0.0,0.0,0,Negligible
SGE010,2021,38,2021-09-13,10.0,10.0,1,Very Low
SGE010,2021,39,2021-09-20,10.0,10.0,1,Very Low
SGE010,2021,40,2021-09-27,11.0,11.0,1,Very Low
SGE010,2021,41,2021-10-04,6.0,6.0,0,Negligible
SGE010,2022,18,2022-05-02,4.0,4.0,0,Negligible
SGE010,2022,19,2022-05-09,1.0,1.0,0,Negligible
SGE010,2022,21,2022-05-23,2.0,2.0,0,Negligible
SGE010,2022,22,2022-05-30,1.0,1.0,0,Negligible
SGE010,2022,23,2022-06-06,5.0,5.0,0,Negligible
SGE010,2022,24,2022-06-13,0.0,0.0,0,Negligible
SGE010,2022,25,2022-06-20,2.0,2.0,0,Negligible
SGE010,2022,26,2022-06-27,8.0,8.0,0,Negligible
SGE010,2022,27,2022-07-04,13.0,13.0,1,Very Low
SGE010,2022,28,2022-07-11,1.0,1.0,0,Negligible
SGE010,2022,31,2022-08-01,2.0,2.0,0,Negligible
SGE010,2022,32,2022-08-08,8.0,8.0,0,Negligible
SGE010,2022,33,2022-08-15,11.0,11.0,1,Very Low
SGE010,2022,34,2022-08-22,13.0,13.0,1,Very Low
SGE010,2022,35,2022-08-29,20.0,20.0,2,Low
SGE010,2022,36,2022-09-05,19.0,19.0,2,Low
SGE010,2022,37,2022-09-12,0.0,0.0,0,Negligible
SGE010,2022,38,2022-09-19,1.0,1.0,0,Negligible
SGE010,2022,39,2022-09-26,42.0,42.0,4,Moderate
SGE010,2022,40,2022-10-03,41.0,41.0,4,Moderate
SGE010,2022,41,2022-10-10,24.0,24.0,3,Low-Moderate
SGE010,2022,42,2022-10-17,15.0,15.0,2,Low
SGE010,2023,20,2023-05-15,2.0,9.8,1,Very Low
SGE011,2018,14,2018-04-02,1.0,1.0,0,Negligible
SGE011,2018,15,2018-04-09,0.0,0.0,0,Negligible
SGE011,2018,16,2018-04-16,0.0,0.0,0,Negligible
SGE011,2018,17,2018-04-23,0.0,0.0,0,Negligible
SGE011,2018,18,2018-04-30,1.0,1.0,0,Negligible
SGE011,2018,19,2018-05-07,1.0,1.0,0,Negligible
SGE011,2018,20,2018-05-14,2.0,2.0,0,Negligible
SGE011,2018,21,2018-05-21,0.0,0.0,0,Negligible
SGE011,2018,22,2018-05-28,27.0,27.0,3,Low-Moderate
SGE011,2018,23,2018-06-04,3.0,3.0,0,Negligible
SGE011,2018,24,2018-06-11,7.0,7.0,0,Negligible
SGE011,2018,25,2018-06-18,5.0,5.0,0,Negligible
SGE011,2018,26,2018-06-25,9.0,9.0,1,Very Low
SGE011,2018,27,2018-07-02,2.0,2.0,0,Negligible
SGE011,2018,28,2018-07-09,1.0,1.0,0,Negligible
SGE011,2018,29,2018-07-16,10.0,10.0,1,Very Low
SGE011,2018,30,2018-07-23,0.0,0.0,0,Negligible
SGE011,2018,31,2018-07-30,0.0,0.0,0,Negligible
SGE011,2018,32,2018-08-06,10.0,10.0,1,Very Low
SGE011,2018,33,2018-08-13,5.0,5.0,0,Negligible
SGE011,2018,34,2018-08-20,9.0,9.0,1,Very Low
SGE011,2018,35,2018-08-27,0.0,0.0,0,Negligible
SGE012,2018,14,2018-04-02,0.0,0.0,0,Negligible
SGE012,2018,15,2018-04-09,0.0,0.0,0,Negligible
SGE012,2018,16,2018-04-16,0.0,0.0,0,Negligible
SGE012,2018,17,2018-04-23,1.0,1.0,0,Negligible
SGE012,2018,18,2018-04-30,0.0,0.0,0,Negligible
SGE012,2018,19,2018-05-07,5.0,5.0,0,Negligible
SGE012,2018,20,2018-05-14,2.0,2.0,0,Negligible
SGE012,2018,21,2018-05-21,4.0,4.0,0,Negligible
SGE012,2018,22,2018-05-28,2.0,2.0,0,Negligible
SGE012,2018,23,2018-06-04,3.0,3.0,0,Negligible
SGE012,2018,24,2018-06-11,2.0,2.0,0,Negligible
SGE012,2018,25,2018-06-18,2.0,2.0,0,Negligible
SGE012,2018,26,2018-06-25,2.0,2.0,0,Negligible
SGE012,2018,27,2018-07-02,1.0,1.0,0,Negligible
SGE012,2018,28,2018-07-09,2.0,2.0,0,Negligible
SGE012,2018,29,2018-07-16,7.0,7.0,0,Negligible
SGE012,2018,30,2018-07-23,21.0,21.0,2,Low
SGE012,2018,31,2018-07-30,24.0,24.0,3,Low-Moderate
SGE012,2018,32,2018-08-06,16.0,16.0,2,Low
SGE012,2018,33,2018-08-13,11.0,11.0,1,Very Low
SGE012,2018,34,2018-08-20,3.0,3.0,0,Negligible
SGE012,2018,35,2018-08-27,13.0,13.0,1,Very Low
SGE013,2018,3,2018-01-15,0.0,0.0,0,Negligible
SGE013,2018,5,2018-01-29,0.0,0.0,0,Negligible
SGE013,2018,6,2018-02-05,0.0,0.0,0,Negligible
SGE013,2018,14,2018-04-02,0.0,0.0,0,Negligible
SGE013,2018,15,2018-04-09,2.0,2.0,0,Negligible
SGE013,2018,16,2018-04-16,0.0,0.0,0,Negligible
SGE013,2018,17,2018-04-23,0.0,0.0,0,Negligible
SGE013,2018,18,2018-04-30,0.0,0.0,0,Negligible
SGE013,2018,19,2018-05-07,2.0,2.0,0,Negligible
SGE013,2018,20,2018-05-14,1.0,1.0,0,Negligible
SGE013,2018,21,2018-05-21,0.0,0.0,0,Negligible
SGE013,2018,22,2018-05-28,2.0,2.0,0,Negligible
SGE013,2018,23,2018-06-04,1.0,1.0,0,Negligible
SGE013,2018,24,2018-06-11,1.0,1.0,0,Negligible
SGE013,2018,25,2018-06-18,0.0,0.0,0,Negligible
SGE013,2018,26,2018-06-25,1.0,1.0,0,Negligible
SGE013,2018,27,2018-07-02,2.0,2.0,0,Negligible
SGE013,2018,28,2018-07-09,5.0,5.0,0,Negligible
SGE013,2018,29,2018-07-16,8.0,8.0,0,Negligible
SGE013,2018,30,2018-07-23,0.0,0.0,0,Negligible
SGE013,2018,31,2018-07-30,13.0,13.0,1,Very Low
SGE013,2018,32,2018-08-06,1.0,1.0,0,Negligible
SGE013,2018,33,2018-08-13,17.0,17.0,2,Low
SGE013,2018,34,2018-08-20,85.0,85.0,5,Moderate-High
SGE013,2018,35,2018-08-27,2.0,2.0,0,Negligible
SGE013,2019,20,2019-05-13,359.0,359.0,9,Severe
SGE013,2019,21,2019-05-20,68.0,68.0,5,Moderate-High
SGE013,2019,22,2019-05-27,196.0,196.0,7,High
SGE013,2019,23,2019-06-03,115.0,115.0,6,Elevated
SGE013,2019,24,2019-06-10,106.0,106.0,6,Elevated
SGE013,2019,25,2019-06-17,89.0,89.0,6,Elevated
SGE013,2019,26,2019-06-24,126.0,126.0,6,Elevated
SGE013,2019,27,2019-07-01,191.0,191.0,7,High
SGE013,2019,28,2019-07-08,115.0,115.0,6,Elevated
SGE013,2019,29,2019-07-15,268.0,268.0,9,Severe
SGE013,2019,30,2019-07-22,280.0,280.0,9,Severe
SGE013,2019,31,2019-07-29,104.0,104.0,6,Elevated
SGE013,2019,32,2019-08-05,133.0,133.0,6,Elevated
SGE013,2019,33,2019-08-12,35.0,35.0,3,Low-Moderate
SGE013,2019,34,2019-08-19,43.0,43.0,4,Moderate
SGE013,2019,35,2019-08-26,69.0,69.0,5,Moderate-High
SGE013,2019,36,2019-09-02,75.0,75.0,5,Moderate-High
SGE013,2019,37,2019-09-09,57.0,57.0,4,Moderate
SGE013,2019,38,2019-09-16,113.0,113.0,6,Elevated
SGE013,2019,39,2019-09-23,136.0,136.0,6,Elevated
SGE013,2019,40,2019-09-30,11.0,11.0,1,Very Low
SGE013,2019,41,2019-10-07,14.0,14.0,1,Very Low
SGE013,2019,42,2019-10-14,44.0,44.0,4,Moderate
SGE013,2019,43,2019-10-21,6.0,6.0,0,Negligible
SGE013,2019,44,2019-10-28,0.0,0.0,0,Negligible
SGE013,2019,45,2019-11-11,2.0,2.0,0,Negligible
SGE013,2019,46,2019-11-18,10.0,10.0,1,Very Low
SGE013,2020,4,2020-01-20,1.0,1.0,0,Negligible
SGE013,2020,5,2020-01-27,8.0,8.0,0,Negligible
SGE013,2020,7,2020-02-10,1.0,1.0,0,Negligible
SGE013,2020,9,2020-02-24,3.0,3.0,0,Negligible
SGE013,2020,10,2020-03-02,24.0,24.0,3,Low-Moderate
SGE013,2020,11,2020-03-09,47.0,47.0,4,Moderate
SGE013,2020,12,2020-03-16,23.0,23.0,3,Low-Moderate
SGE013,2020,13,2020-03-23,75.0,75.0,5,Moderate-High
SGE013,2020,14,2020-03-30,72.0,72.0,5,Moderate-High
SGE013,2020,15,2020-04-06,264.0,264.0,9,Severe
SGE013,2020,16,2020-04-13,685.0,685.0,10,Outbreak
SGE013,2020,17,2020-04-20,34.0,34.0,3,Low-Moderate
SGE013,2020,18,2020-04-27,122.0,122.0,6,Elevated
SGE013,2020,19,2020-05-04,34.0,34.0,3,Low-Moderate
SGE013,2020,20,2020-05-11,75.0,75.0,5,Moderate-High
SGE013,2020,21,2020-05-18,285.0,285.0,9,Severe
SGE013,2020,22,2020-05-25,290.0,290.0,9,Severe
SGE013,2020,23,2020-06-01,230.0,230.0,8,Very High
SGE013,2020,24,2020-06-08,581.0,581.0,10,Outbreak
SGE013,2020,25,2020-06-15,806.0,806.0,10,Outbreak
SGE013,2020,26,2020-06-22,2.0,2.0,0,Negligible
SGE013,2020,27,2020-06-29,1.0,1.0,0,Negligible
SGE013,2020,28,2020-07-06,60.0,60.0,4,Moderate
SGE013,2020,29,2020-07-13,341.0,341.0,9,Severe
SGE013,2020,30,2020-07-20,156.0,156.0,7,High
SGE013,2020,31,2020-07-27,62.0,62.0,4,Moderate
SGE013,2020,32,2020-08-03,38.0,38.0,3,Low-Moderate
SGE013,2020,33,2020-08-10,30.0,30.0,3,Low-Moderate
SGE013,2020,34,2020-08-17,33.0,33.0,3,Low-Moderate
SGE013,2020,35,2020-08-24,36.0,36.0,3,Low-Moderate
SGE013,2020,36,2020-08-31,107.0,107.0,6,Elevated
SGE013,2020,37,2020-09-07,222.0,222.0,8,Very High
SGE013,2020,38,2020-09-14,4.0,4.0,0,Negligible
SGE013,2020,39,2020-09-21,12.0,12.0,1,Very Low
SGE013,2020,40,2020-09-28,4.0,4.0,0,Negligible
SGE013,2020,41,2020-10-05,6.0,6.0,0,Negligible
SGE013,2020,42,2020-10-12,4.0,4.0,0,Negligible
SGE013,2020,43,2020-10-19,6.0,6.0,0,Negligible
SGE013,2020,44,2020-10-26,0.0,0.0,0,Negligible
SGE013,2020,45,2020-11-02,1.0,1.0,0,Negligible
SGE013,2020,47,2020-11-16,0.0,0.0,0,Negligible
SGE013,2020,48,2020-11-23,0.0,0.0,0,Negligible
SGE013,2021,6,2021-02-01,0.0,0.0,0,Negligible
SGE013,2021,7,2021-02-08,0.0,0.0,0,Negligible
SGE013,2021,8,2021-02-15,1.0,1.0,0,Negligible
SGE013,2021,9,2021-02-22,0.0,0.0,0,Negligible
SGE013,2021,10,2021-03-01,1.0,1.0,0,Negligible
SGE013,2021,11,2021-03-08,6.0,6.0,0,Negligible
SGE013,2021,12,2021-03-15,1.0,1.0,0,Negligible
SGE013,2021,13,2021-03-22,29.0,29.0,3,Low-Moderate
SGE013,2021,14,2021-03-29,122.0,122.0,6,Elevated
SGE013,2021,15,2021-04-05,92.0,92.0,6,Elevated
SGE013,2021,16,2021-04-12,61.0,61.0,4,Moderate
SGE013,2021,17,2021-04-19,94.0,94.0,6,Elevated
SGE013,2021,18,2021-04-26,24.0,24.0,3,Low-Moderate
SGE013,2021,19,2021-05-03,34.0,34.0,3,Low-Moderate
SGE013,2021,20,2021-05-10,31.0,31.0,3,Low-Moderate
SGE013,2021,21,2021-05-17,31.0,31.0,3,Low-Moderate
SGE013,2021,22,2021-05-24,18.0,18.0,2,Low
SGE013,2021,23,2021-05-31,96.0,96.0,6,Elevated
SGE013,2021,24,2021-06-07,5.0,5.0,0,Negligible
SGE013,2021,25,2021-06-14,165.0,165.0,7,High
SGE013,2021,26,2021-06-21,61.0,61.0,4,Moderate
SGE013,2021,27,2021-06-28,224.0,224.0,8,Very High
SGE013,2021,28,2021-07-05,2.0,2.0,0,Negligible
SGE013,2021,29,2021-07-12,2.0,2.0,0,Negligible
SGE013,2021,30,2021-07-19,12.0,12.0,1,Very Low
SGE013,2021,31,2021-07-26,56.0,56.0,4,Moderate
SGE013,2021,32,2021-08-02,44.0,44.0,4,Moderate
SGE013,2021,33,2021-08-09,20.0,20.0,2,Low
SGE013,2021,34,2021-08-16,59.0,59.0,4,Moderate
SGE013,2021,35,2021-08-23,85.0,85.0,5,Moderate-High
SGE013,2021,36,2021-08-30,158.0,158.0,7,High
SGE013,2021,37,2021-09-06,137.0,137.0,6,Elevated
SGE013,2021,38,2021-09-13,192.0,192.0,7,High
SGE013,2021,39,2021-09-20,81.0,81.0,5,Moderate-High
SGE013,2021,40,2021-09-27,192.0,192.0,7,High
SGE013,2021,41,2021-10-04,134.0,134.0,6,Elevated
SGE013,2021,43,2021-10-18,55.0,55.0,4,Moderate
SGE013,2021,45,2021-11-01,204.0,204.0,8,Very High
SGE013,2021,46,2021-11-08,136.0,136.0,6,Elevated
SGE013,2021,47,2021-11-15,199.0,199.0,7,High
SGE013,2021,48,2021-11-22,10.0,10.0,1,Very Low
SGE013,2021,49,2021-11-29,21.0,21.0,2,Low
SGE013,2021,50,2021-12-06,6.0,6.0,0,Negligible
SGE013,2021,51,2021-12-13,5.0,5.0,0,Negligible
SGE013,2022,3,2022-01-17,0.0,0.0,0,Negligible
SGE013,2022,6,2022-02-07,12.0,12.0,1,Very Low
SGE013,2022,7,2022-02-14,3.0,3.0,0,Negligible
SGE013,2022,9,2022-02-28,35.0,35.0,3,Low-Moderate
SGE013,2022,10,2022-03-07,16.0,16.0,2,Low
SGE013,2022,11,2022-03-14,34.0,34.0,3,Low-Moderate
SGE013,2022,12,2022-03-21,21.0,21.0,2,Low
SGE013,2022,13,2022-03-28,21.0,21.0,2,Low
SGE013,2022,14,2022-04-04,53.0,53.0,4,Moderate
SGE013,2022,15,2022-04-11,0.0,0.0,0,Negligible
SGE013,2022,16,2022-04-18,113.0,113.0,6,Elevated
SGE013,2022,17,2022-04-25,50.0,50.0,4,Moderate
SGE013,2022,18,2022-05-02,141.0,141.0,6,Elevated
SGE013,2022,19,2022-05-09,59.0,59.0,4,Moderate
SGE013,2022,21,2022-05-23,262.0,262.0,9,Severe
SGE013,2022,22,2022-05-30,116.0,116.0,6,Elevated
SGE013,2022,23,2022-06-06,324.0,324.0,9,Severe
SGE013,2022,24,2022-06-13,1.0,1.0,0,Negligible
SGE013,2022,25,2022-06-20,5.0,5.0,0,Negligible
SGE013,2022,26,2022-06-27,51.0,51.0,4,Moderate
SGE013,2022,27,2022-07-04,49.0,49.0,4,Moderate
SGE013,2022,28,2022-07-11,135.0,135.0,6,Elevated
SGE013,2022,29,2022-07-18,87.0,87.0,5,Moderate-High
SGE013,2022,31,2022-08-01,112.0,112.0,6,Elevated
SGE013,2022,32,2022-08-08,472.0,472.0,10,Outbreak
SGE013,2022,33,2022-08-15,7.0,7.0,0,Negligible
SGE013,2022,34,2022-08-22,86.0,86.0,5,Moderate-High
SGE013,2022,35,2022-08-29,101.0,101.0,6,Elevated
SGE013,2022,36,2022-09-05,276.0,276.0,9,Severe
SGE013,2022,37,2022-09-12,163.0,163.0,7,High
SGE013,2022,38,2022-09-19,145.0,145.0,6,Elevated
SGE013,2022,39,2022-09-26,366.0,366.0,10,Outbreak
SGE013,2022,40,2022-10-03,63.0,63.0,4,Moderate
SGE013,2022,41,2022-10-10,168.0,168.0,7,High
SGE013,2022,42,2022-10-17,176.0,176.0,7,High
SGE013,2022,44,2022-10-31,0.0,0.0,0,Negligible
SGE013,2022,45,2022-11-07,5.0,5.0,0,Negligible
SGE013,2022,46,2022-11-14,0.0,0.0,0,Negligible
SGE013,2022,48,2022-11-28,0.0,0.0,0,Negligible
SGE013,2023,4,2023-01-23,0.0,0.2,0,Negligible
SGE013,2023,5,2023-01-30,0.0,0.1,0,Negligible
SGE013,2023,10,2023-03-06,0.0,0.1,0,Negligible
SGE013,2023,13,2023-03-27,2.0,0.3,0,Negligible
SGE013,2023,14,2023-04-03,8.0,1.7,0,Negligible
SGE013,2023,15,2023-04-10,5.0,4.7,0,Negligible
SGE013,2023,16,2023-04-17,9.0,4.7,0,Negligible
SGE013,2023,17,2023-04-24,19.0,6.6,0,Negligible
SGE013,2023,18,2023-05-01,44.0,12.5,1,Very Low
SGE013,2023,19,2023-05-08,36.0,20.3,2,Low
SGE013,2023,20,2023-05-15,92.0,19.3,2,Low
SGE013,2023,21,2023-05-22,114.0,38.4,3,Low-Moderate
SGE013,2023,22,2023-05-29,279.0,45.8,4,Moderate
SGE013,2023,23,2023-06-05,170.0,80.9,5,Moderate-High
SGE013,2023,24,2023-06-12,18.0,61.0,4,Moderate
SGE013,2023,25,2023-06-19,348.0,13.0,1,Very Low
SGE013,2023,26,2023-06-26,573.0,101.3,6,Elevated
SGE013,2023,27,2023-07-03,21.0,149.4,7,High
SGE013,2023,28,2023-07-10,124.0,19.1,2,Low
SGE013,2023,29,2023-07-17,33.0,63.9,4,Moderate
SGE013,2023,30,2023-07-24,243.0,28.3,3,Low-Moderate
SGE013,2023,31,2023-07-31,25.0,96.4,6,Elevated
SGE013,2023,32,2023-08-07,17.0,18.9,2,Low
SGE013,2023,33,2023-08-14,26.0,14.8,10,Outbreak
SGE013,2023,35,2023-08-28,93.0,17.9,2,Low
SGE013,2023,36,2023-09-04,74.0,52.6,4,Moderate
SGE013,2023,37,2023-09-11,40.0,32.3,3,Low-Moderate
SGE013,2023,38,2023-09-18,143.0,21.4,10,Outbreak
SGE013,2023,39,2023-09-25,203.0,46.9,4,Moderate
SGE013,2023,40,2023-10-02,41.0,59.0,4,Moderate
SGE013,2023,41,2023-10-09,203.0,19.4,2,Low
SGE013,2023,42,2023-10-16,226.0,54.6,4,Moderate
SGE013,2023,43,2023-10-23,170.0,63.7,4,Moderate
SGE013,2023,44,2023-10-30,2.0,43.2,4,Moderate
SGE013,2023,45,2023-11-06,83.0,2.1,0,Negligible
SGE013,2023,46,2023-11-13,7.0,24.3,3,Low-Moderate
SGE013,2023,48,2023-11-27,0.0,4.5,0,Negligible
SGE013,2023,49,2023-12-04,5.0,0.2,0,Negligible
SGE013,2023,50,2023-12-11,1.0,3.0,0,Negligible
SGE013,2024,5,2024-01-29,33.0,0.9,0,Negligible
SGE013,2024,6,2024-02-12,6.0,11.3,1,Very Low
SGE013,2024,9,2024-02-26,0.0,3.3,0,Negligible
SGE013,2024,10,2024-03-04,2.0,0.5,0,Negligible
SGE013,2024,11,2024-03-11,3.0,1.8,0,Negligible
SGE013,2024,12,2024-03-18,5.0,2.4,0,Negligible
SGE013,2024,13,2024-03-25,4.0,3.9,0,Negligible
SGE013,2024,14,2024-04-01,8.0,3.3,0,Negligible
SGE013,2024,15,2024-04-08,2.0,5.0,0,Negligible
SGE013,2024,16,2024-04-15,23.0,2.6,0,Negligible
SGE013,2024,17,2024-04-22,60.0,13.5,1,Very Low
SGE013,2024,18,2024-04-29,80.0,24.7,3,Low-Moderate
SGE013,2024,19,2024-05-06,42.0,31.2,3,Low-Moderate
SGE013,2024,20,2024-05-13,104.0,18.8,2,Low
SGE013,2024,21,2024-05-20,61.0,44.3,4,Moderate
SGE013,2024,22,2024-05-27,51.0,29.6,3,Low-Moderate
SGE013,2024,23,2024-06-03,25.0,30.2,3,Low-Moderate
SGE013,2024,24,2024-06-10,13.0,21.2,10,Outbreak
SGE013,2024,25,2024-06-17,7.0,14.0,1,Very Low
SGE013,2024,26,2024-06-24,4.0,9.0,1,Very Low
SGE013,2024,27,2024-07-01,5.0,7.3,0,Negligible
SGE013,2024,28,2024-07-08,2.0,8.4,10,Outbreak
SGE013,2024,29,2024-07-15,9.0,5.2,0,Negligible
SGE013,2024,30,2024-07-22,0.0,11.8,1,Very Low
SGE013,2024,31,2024-07-29,4.0,1.9,0,Negligible
SGE013,2024,32,2024-08-05,10.0,6.8,0,Negligible
SGE013,2024,33,2024-08-12,9.0,12.3,1,Very Low
SGE013,2024,34,2024-08-19,19.0,12.0,1,Very Low
SGE013,2024,35,2024-08-26,2.0,16.1,2,Low
SGE013,2024,36,2024-09-02,10.0,4.1,0,Negligible
SGE013,2024,37,2024-09-09,12.0,11.5,1,Very Low
SGE013,2024,38,2024-09-16,11.0,11.9,1,Very Low
SGE013,2024,39,2024-09-23,17.0,9.5,1,Very Low
SGE013,2024,40,2024-09-30,13.0,14.9,10,Outbreak
SGE013,2024,41,2024-10-07,12.0,12.6,1,Very Low
SGE013,2024,42,2024-10-14,13.0,11.0,1,Very Low
SGE013,2024,43,2024-10-21,3.0,9.4,1,Very Low
SGE013,2025,13,2025-03-24,5.0,3.3,0,Negligible
SGE013,2025,15,2025-04-07,5.0,4.9,0,Negligible
SGE013,2025,16,2025-04-14,10.0,5.5,0,Negligible
SGE013,2025,17,2025-04-21,7.0,7.4,0,Negligible
SGE013,2025,18,2025-04-28,2.0,6.5,0,Negligible
SGE013,2025,20,2025-05-12,10.0,2.8,0,Negligible
SGE013,2025,21,2025-05-19,13.0,8.2,10,Outbreak
SGE013,2025,22,2025-05-26,14.0,11.5,1,Very Low
SGE013,2025,23,2025-06-02,25.0,13.7,1,Very Low
SGE013,2025,24,2025-06-09,43.0,20.2,2,Low
SGE013,2025,25,2025-06-16,29.0,30.7,3,Low-Moderate
SGE013,2025,26,2025-06-23,28.0,23.5,3,Low-Moderate
SGE013,2025,27,2025-06-30,27.0,21.2,10,Outbreak
SGE013,2025,28,2025-07-07,20.0,22.2,3,Low-Moderate
SGE013,2025,29,2025-07-14,45.0,19.7,2,Low
SGE013,2025,30,2025-07-21,16.0,31.2,3,Low-Moderate
SGE013,2025,31,2025-07-28,22.0,15.3,2,Low
SGE013,2025,32,2025-08-04,16.0,19.7,2,Low
SGE013,2025,33,2025-08-11,3.0,17.1,2,Low
SGE013,2025,34,2025-08-18,21.0,5.9,0,Negligible
SGE013,2025,35,2025-08-25,3.0,19.3,2,Low
SGE013-Extra,2021,16,2021-04-12,49.0,49.0,4,Moderate
SGE014,2018,3,2018-01-15,0.0,0.0,0,Negligible
SGE014,2018,5,2018-01-29,0.0,0.0,0,Negligible
SGE014,2018,6,2018-02-05,0.0,0.0,0,Negligible
SGE014,2018,14,2018-04-02,2.0,2.0,0,Negligible
SGE014,2018,15,2018-04-09,0.0,0.0,0,Negligible
SGE014,2018,16,2018-04-16,0.0,0.0,0,Negligible
SGE014,2018,17,2018-04-23,6.0,6.0,0,Negligible
SGE014,2018,18,2018-04-30,0.0,0.0,0,Negligible
SGE014,2018,19,2018-05-07,0.0,0.0,0,Negligible
SGE014,2018,20,2018-05-14,43.0,43.0,4,Moderate
SGE014,2018,21,2018-05-21,2.0,2.0,0,Negligible
SGE014,2018,22,2018-05-28,45.0,45.0,4,Moderate
SGE014,2018,23,2018-06-04,52.0,52.0,4,Moderate
SGE014,2018,24,2018-06-11,20.0,20.0,2,Low
SGE014,2018,25,2018-06-18,27.0,27.0,3,Low-Moderate
SGE014,2018,26,2018-06-25,47.0,47.0,4,Moderate
SGE014,2018,27,2018-07-02,57.0,57.0,4,Moderate
SGE014,2018,28,2018-07-09,10.0,10.0,1,Very Low
SGE014,2018,29,2018-07-16,22.0,22.0,3,Low-Moderate
SGE014,2018,30,2018-07-23,20.0,20.0,2,Low
SGE014,2018,31,2018-07-30,21.0,21.0,2,Low
SGE014,2018,32,2018-08-06,40.0,40.0,4,Moderate
SGE014,2018,33,2018-08-13,78.0,78.0,5,Moderate-High
SGE014,2018,34,2018-08-20,48.0,48.0,4,Moderate
