site,year,cdc_week,week_start,total_mosquitoes,predicted_count,risk_level,risk_label
HUR009,2018,28,2018-07-09,26.0,26.0,3,Low-Moderate
HUR009,2018,29,2018-07-16,321.0,321.0,9,Severe
HUR009,2018,30,2018-07-23,44.0,44.0,4,Moderate
HUR009,2018,31,2018-07-30,10.0,10.0,1,Very Low
HUR009,2018,32,2018-08-06,1.0,1.0,0,Negligible
HUR009,2018,33,2018-08-13,7.0,7.0,0,Negligible
HUR009,2018,35,2018-08-27,88.0,88.0,6,Elevated
HUR009,2018,36,2018-09-03,454.0,454.0,10,Outbreak
HUR009,2018,37,2018-09-10,47.0,47.0,4,Moderate
HUR009,2018,38,2018-09-17,8.0,8.0,0,Negligible
HUR009,2018,39,2018-09-24,0.0,0.0,0,Negligible
HUR009,2019,23,2019-06-03,3.0,3.0,0,Negligible
HUR009,2019,24,2019-06-10,7.0,7.0,0,Negligible
HUR009,2019,25,2019-06-17,13.0,13.0,1,Very Low
HUR009,2019,26,2019-06-24,6.0,6.0,0,Negligible
HUR009,2019,27,2019-07-01,0.0,0.0,0,Negligible
HUR009,2019,28,2019-07-08,0.0,0.0,0,Negligible
HUR009,2019,29,2019-07-15,4.0,4.0,0,Negligible
HUR009,2019,30,2019-07-22,0.0,0.0,0,Negligible
HUR009,2019,31,2019-07-29,17.0,17.0,2,Low
HUR009,2019,32,2019-08-05,22.0,22.0,3,Low-Moderate
HUR009,2019,33,2019-08-12,2.0,2.0,0,Negligible
HUR009,2019,34,2019-08-19,0.0,0.0,0,Negligible
HUR009,2019,35,2019-08-26,23.0,23.0,3,Low-Moderate
HUR009,2019,36,2019-09-02,0.0,0.0,0,Negligible
HUR009,2019,37,2019-09-09,6.0,6.0,0,Negligible
HUR009,2019,38,2019-09-16,0.0,0.0,0,Negligible
HUR009,2019,39,2019-09-23,0.0,0.0,0,Negligible
HUR009,2020,34,2020-08-17,288.0,288.0,9,Severe
HUR009,2020,37,2020-09-07,238.0,238.0,8,Very High
HUR009,2020,38,2020-09-14,12.0,12.0,1,Very Low
HUR009,2020,41,2020-10-05,183.0,183.0,7,High
HUR009,2021,23,2021-05-31,2.0,2.0,0,Negligible
HUR009,2021,24,2021-06-07,0.0,0.0,0,Negligible
HUR009,2021,26,2021-06-21,2.0,2.0,0,Negligible
HUR009,2021,27,2021-06-28,20.0,20.0,2,Low
HUR009,2021,29,2021-07-12,1.0,1.0,0,Negligible
HUR009,2021,30,2021-07-19,11.0,11.0,1,Very Low
HUR009,2021,31,2021-07-26,21.0,21.0,2,Low
HUR009,2021,32,2021-08-02,10.0,10.0,1,Very Low
HUR009,2021,33,2021-08-09,0.0,0.0,0,Negligible
HUR009,2021,34,2021-08-16,19.0,19.0,2,Low
HUR009,2021,35,2021-08-23,19.0,19.0,2,Low
HUR009,2021,36,2021-08-30,0.0,0.0,0,Negligible
HUR009,2021,37,2021-09-06,0.0,0.0,0,Negligible
HUR009,2021,38,2021-09-13,0.0,0.0,0,Negligible
HUR009,2021,39,2021-09-20,29.0,29.0,3,Low-Moderate
HUR009,2021,40,2021-09-27,19.0,19.0,2,Low
HUR009,2021,41,2021-10-04,15.0,15.0,2,Low
HUR009,2022,19,2022-05-09,0.0,0.0,0,Negligible
HUR009,2022,21,2022-05-23,0.0,0.0,0,Negligible
HUR009,2022,23,2022-06-06,2.0,2.0,0,Negligible
HUR009,2022,24,2022-06-13,1.0,1.0,0,Negligible
HUR009,2022,25,2022-06-20,1.0,1.0,0,Negligible
HUR009,2022,28,2022-07-11,7.0,7.0,0,Negligible
HUR009,2022,29,2022-07-18,2.0,2.0,0,Negligible
HUR009,2022,32,2022-08-08,5.0,5.0,0,Negligible
HUR009,2022,34,2022-08-22,14.0,14.0,1,Very Low
HUR009,2022,36,2022-09-05,26.0,26.0,3,Low-Moderate
HUR009,2022,37,2022-09-12,2.0,2.0,0,Negligible
HUR009,2022,39,2022-09-26,257.0,257.0,9,Severe
HUR009,2022,40,2022-10-03,19.0,19.0,2,Low
HUR009,2022,41,2022-10-10,5.0,5.0,0,Negligible
HUR009,2023,22,2023-05-29,15.0,5.3,0,Negligible
HUR009,2023,23,2023-06-05,28.0,12.1,1,Very Low
HUR009,2023,24,2023-06-12,18.0,18.9,2,Low
HUR009,2023,25,2023-06-19,26.0,13.0,1,Very Low
HUR009,2023,26,2023-06-26,32.0,18.9,2,Low
HUR009,2023,27,2023-07-03,0.0,23.2,3,Low-Moderate
HUR009,2023,28,2023-07-10,10.0,1.8,0,Negligible
HUR009,2023,29,2023-07-17,41.0,12.7,1,Very Low
HUR009,2023,30,2023-07-24,3.0,32.6,3,Low-Moderate
HUR009,2023,31,2023-07-31,63.0,6.0,0,Negligible
HUR009,2023,32,2023-08-07,55.0,34.4,3,Low-Moderate
HUR009,2023,33,2023-08-14,27.0,31.7,3,Low-Moderate
HUR009,2023,35,2023-08-28,24.0,18.4,2,Low
HUR009,2023,36,2023-09-04,5.0,22.0,3,Low-Moderate
HUR009,2023,37,2023-09-11,66.0,5.6,0,Negligible
HUR009,2023,38,2023-09-18,20.0,29.7,3,Low-Moderate
HUR009,2023,39,2023-09-25,135.0,13.0,1,Very Low
HUR009,2023,40,2023-10-02,54.0,45.3,4,Moderate
HUR009,2023,41,2023-10-09,21.0,23.2,3,Low-Moderate
HUR009,2023,42,2023-10-16,3.0,12.4,1,Very Low
HUR009,2024,21,2024-05-20,1.0,3.9,0,Negligible
HUR009,2024,23,2024-06-03,6.0,2.4,0,Negligible
HUR009,2024,24,2024-06-10,15.0,8.6,10,Outbreak
HUR009,2024,25,2024-06-17,1.0,15.3,2,Low
HUR009,2024,27,2024-07-01,12.0,3.1,0,Negligible
HUR009,2024,28,2024-07-08,8.0,14.4,10,Outbreak
HUR009,2024,30,2024-07-22,2.0,11.5,1,Very Low
HUR009,2024,31,2024-07-29,34.0,4.9,0,Negligible
HUR009,2024,32,2024-08-05,24.0,26.1,3,Low-Moderate
HUR009,2024,33,2024-08-12,58.0,21.4,10,Outbreak
HUR009,2024,34,2024-08-19,88.0,39.6,10,Outbreak
HUR009,2024,36,2024-09-02,38.0,43.4,4,Moderate
HUR009,2024,37,2024-09-09,66.0,27.2,3,Low-Moderate
HUR009,2025,18,2025-04-28,1.0,35.8,3,Low-Moderate
HUR009,2025,20,2025-05-12,7.0,2.0,0,Negligible
HUR009,2025,21,2025-05-19,0.0,6.5,0,Negligible
HUR009,2025,22,2025-05-26,2.0,1.3,0,Negligible
HUR009,2025,23,2025-06-02,2.0,4.2,0,Negligible
HUR009,2025,24,2025-06-09,1.0,4.3,0,Negligible
HUR009,2025,25,2025-06-16,0.0,3.4,0,Negligible
HUR009,2025,26,2025-06-23,0.0,1.8,0,Negligible
HUR009,2025,27,2025-06-30,5.0,1.6,0,Negligible
HUR009,2025,28,2025-07-07,4.0,7.7,0,Negligible
HUR009,2025,29,2025-07-14,1.0,7.3,0,Negligible
HUR009,2025,30,2025-07-21,39.0,3.3,0,Negligible
HUR009,2025,31,2025-07-28,1.0,27.1,3,Low-Moderate
HUR009,2025,32,2025-08-04,2.0,3.3,0,Negligible
HUR009,2025,33,2025-08-11,7.0,5.0,0,Negligible
HUR009,2025,35,2025-08-25,2.0,9.7,1,Very Low
HUR009-EX,2020,37,2020-09-07,265.0,265.0,9,Severe
HUR009-EX,2020,38,2020-09-14,88.0,88.0,6,Elevated
HUR009-Ex,2018,36,2018-09-03,277.0,277.0,9,Severe
HUR010,2018,14,2018-04-02,1.0,1.0,0,Negligible
HUR010,2018,15,2018-04-09,0.0,0.0,0,Negligible
HUR010,2018,16,2018-04-16,9.0,9.0,1,Very Low
HUR010,2018,17,2018-04-23,25.0,25.0,3,Low-Moderate
HUR010,2018,18,2018-04-30,14.0,14.0,1,Very Low
HUR010,2018,19,2018-05-07,10.0,10.0,1,Very Low
HUR010,2018,20,2018-05-14,2.0,2.0,0,Negligible
HUR010,2018,21,2018-05-21,7.0,7.0,0,Negligible
HUR010,2018,22,2018-05-28,14.0,14.0,1,Very Low
HUR010,2018,23,2018-06-04,18.0,18.0,2,Low
HUR010,2018,24,2018-06-11,3.0,3.0,0,Negligible
HUR010,2018,25,2018-06-18,2.0,2.0,0,Negligible
HUR010,2018,26,2018-06-25,1.0,1.0,0,Negligible
HUR010,2018,27,2018-07-02,1.0,1.0,0,Negligible
HUR010,2018,28,2018-07-09,0.0,0.0,0,Negligible
HUR010,2018,29,2018-07-16,0.0,0.0,0,Negligible
HUR010,2018,30,2018-07-23,109.0,109.0,6,Elevated
HUR010,2018,31,2018-07-30,82.0,82.0,5,Moderate-High
HUR010,2018,32,2018-08-06,51.0,51.0,4,Moderate
HUR010,2018,33,2018-08-13,5.0,5.0,0,Negligible
HUR010,2018,35,2018-08-27,2.0,2.0,0,Negligible
HUR010,2019,17,2019-04-22,22.0,22.0,3,Low-Moderate
HUR010,2019,18,2019-04-29,0.0,0.0,0,Negligible
HUR010,2019,19,2019-05-06,49.0,49.0,4,Moderate
HUR010,2019,20,2019-05-13,31.0,31.0,3,Low-Moderate
HUR010,2019,23,2019-06-03,16.0,16.0,2,Low
HUR010,2019,24,2019-06-10,8.0,8.0,0,Negligible
HUR010,2019,25,2019-06-17,5.0,5.0,0,Negligible
HUR010,2019,26,2019-06-24,19.0,19.0,2,Low
HUR010,2019,27,2019-07-01,10.0,10.0,1,Very Low
HUR010,2019,28,2019-07-08,10.0,10.0,1,Very Low
HUR010,2019,29,2019-07-15,1.0,1.0,0,Negligible
HUR010,2019,30,2019-07-22,8.0,8.0,0,Negligible
HUR010,2019,31,2019-07-29,2.0,2.0,0,Negligible
HUR010,2019,32,2019-08-05,19.0,19.0,2,Low
HUR010,2019,33,2019-08-12,1.0,1.0,0,Negligible
HUR010,2019,34,2019-08-19,0.0,0.0,0,Negligible
HUR010,2019,35,2019-08-26,0.0,0.0,0,Negligible
HUR010,2019,36,2019-09-02,0.0,0.0,0,Negligible
HUR010,2019,37,2019-09-09,0.0,0.0,0,Negligible
Hidden Valley-SR SITES,2022,29,2022-07-18,12.0,12.0,1,Very Low
IVI001,2018,14,2018-04-02,6.0,6.0,0,Negligible
IVI001,2018,15,2018-04-09,6.0,6.0,0,Negligible
IVI001,2018,16,2018-04-16,0.0,0.0,0,Negligible
IVI001,2018,17,2018-04-23,8.0,8.0,0,Negligible
IVI001,2018,18,2018-04-30,4.0,4.0,0,Negligible
IVI001,2018,19,2018-05-07,11.0,11.0,1,Very Low
IVI001,2018,20,2018-05-14,3.0,3.0,0,Negligible
IVI001,2018,21,2018-05-21,3.0,3.0,0,Negligible
IVI001,2018,22,2018-05-28,6.0,6.0,0,Negligible
IVI001,2018,23,2018-06-04,7.0,7.0,0,Negligible
IVI001,2018,24,2018-06-11,14.0,14.0,1,Very Low
IVI001,2018,25,2018-06-18,8.0,8.0,0,Negligible
IVI001,2018,26,2018-06-25,4.0,4.0,0,Negligible
IVI001,2018,27,2018-07-02,12.0,12.0,1,Very Low
IVI001,2018,28,2018-07-09,2.0,2.0,0,Negligible
IVI001,2018,29,2018-07-16,15.0,15.0,2,Low
IVI001,2018,30,2018-07-23,9.0,9.0,1,Very Low
IVI001,2018,31,2018-07-30,22.0,22.0,3,Low-Moderate
IVI001,2018,32,2018-08-06,8.0,8.0,0,Negligible
IVI001,2018,33,2018-08-13,0.0,0.0,0,Negligible
IVI001,2018,34,2018-08-20,29.0,29.0,3,Low-Moderate
IVI001,2018,35,2018-08-27,4.0,4.0,0,Negligible
IVI001,2019,20,2019-05-13,2.0,2.0,0,Negligible
IVI001,2019,21,2019-05-20,0.0,0.0,0,Negligible
IVI001,2019,22,2019-05-27,6.0,6.0,0,Negligible
IVI001,2019,23,2019-06-03,1.0,1.0,0,Negligible
IVI001,2019,24,2019-06-10,6.0,6.0,0,Negligible
IVI001,2019,25,2019-06-17,13.0,13.0,1,Very Low
IVI001,2019,26,2019-06-24,0.0,0.0,0,Negligible
IVI001,2019,27,2019-07-01,25.0,25.0,3,Low-Moderate
IVI001,2019,28,2019-07-08,31.0,31.0,3,Low-Moderate
IVI001,2019,29,2019-07-15,37.0,37.0,3,Low-Moderate
IVI001,2019,30,2019-07-22,83.0,83.0,5,Moderate-High
IVI001,2019,31,2019-07-29,150.0,150.0,7,High
IVI001,2019,32,2019-08-05,85.0,85.0,5,Moderate-High
IVI001,2019,33,2019-08-12,27.0,27.0,3,Low-Moderate
IVI001,2019,34,2019-08-19,47.0,47.0,4,Moderate
IVI001,2019,35,2019-08-26,56.0,56.0,4,Moderate
IVI001,2019,36,2019-09-02,53.0,53.0,4,Moderate
IVI001,2019,37,2019-09-09,9.0,9.0,1,Very Low
IVI001,2019,38,2019-09-16,40.0,40.0,4,Moderate
IVI001,2019,39,2019-09-23,30.0,30.0,3,Low-Moderate
IVI001,2019,40,2019-09-30,9.0,9.0,1,Very Low
IVI001,2019,41,2019-10-07,11.0,11.0,1,Very Low
IVI001,2019,42,2019-10-14,16.0,16.0,2,Low
IVI001,2020,17,2020-04-20,4.0,4.0,0,Negligible
IVI001,2020,18,2020-04-27,5.0,5.0,0,Negligible
IVI001,2020,19,2020-05-04,6.0,6.0,0,Negligible
IVI001,2020,20,2020-05-11,13.0,13.0,1,Very Low
IVI001,2020,21,2020-05-18,6.0,6.0,0,Negligible
IVI001,2020,22,2020-05-25,32.0,32.0,3,Low-Moderate
IVI001,2020,23,2020-06-01,17.0,17.0,2,Low
IVI001,2020,25,2020-06-15,44.0,44.0,4,Moderate
IVI001,2020,26,2020-06-22,90.0,90.0,6,Elevated
IVI001,2020,27,2020-06-29,31.0,31.0,3,Low-Moderate
IVI001,2020,28,2020-07-06,102.0,102.0,6,Elevated
IVI001,2020,29,2020-07-13,281.0,281.0,9,Severe
IVI001,2020,30,2020-07-20,84.0,84.0,5,Moderate-High
IVI001,2020,31,2020-07-27,44.0,44.0,4,Moderate
IVI001,2020,32,2020-08-03,20.0,20.0,2,Low
IVI001,2020,33,2020-08-10,48.0,48.0,4,Moderate
IVI001,2020,34,2020-08-17,52.0,52.0,4,Moderate
IVI001,2020,35,2020-08-24,26.0,26.0,3,Low-Moderate
IVI001,2020,36,2020-08-31,13.0,13.0,1,Very Low
IVI001,2020,37,2020-09-07,20.0,20.0,2,Low
IVI001,2020,38,2020-09-14,60.0,60.0,4,Moderate
IVI001,2020,39,2020-09-21,43.0,43.0,4,Moderate
IVI001,2020,40,2020-09-28,21.0,21.0,2,Low
IVI001,2020,41,2020-10-05,31.0,31.0,3,Low-Moderate
IVI001,2020,42,2020-10-12,23.0,23.0,3,Low-Moderate
IVI001,2020,43,2020-10-19,24.0,24.0,3,Low-Moderate
IVI001,2020,44,2020-10-26,3.0,3.0,0,Negligible
IVI001,2020,45,2020-11-02,8.0,8.0,0,Negligible
IVI001,2021,15,2021-04-05,2.0,2.0,0,Negligible
IVI001,2021,16,2021-04-12,0.0,0.0,0,Negligible
IVI001,2021,17,2021-04-19,1.0,1.0,0,Negligible
IVI001,2021,18,2021-04-26,7.0,7.0,0,Negligible
IVI001,2021,19,2021-05-03,7.0,7.0,0,Negligible
IVI001,2021,20,2021-05-10,5.0,5.0,0,Negligible
IVI001,2021,21,2021-05-17,21.0,21.0,2,Low
IVI001,2021,22,2021-05-24,2.0,2.0,0,Negligible
IVI001,2021,23,2021-05-31,4.0,4.0,0,Negligible
IVI001,2021,24,2021-06-07,23.0,23.0,3,Low-Moderate
IVI001,2021,25,2021-06-14,58.0,58.0,4,Moderate
IVI001,2021,26,2021-06-21,78.0,78.0,5,Moderate-High
IVI001,2021,27,2021-06-28,74.0,74.0,5,Moderate-High
IVI001,2021,28,2021-07-05,164.0,164.0,7,High
IVI001,2021,29,2021-07-12,120.0,120.0,6,Elevated
IVI001,2021,30,2021-07-19,27.0,27.0,3,Low-Moderate
IVI001,2021,31,2021-07-26,33.0,33.0,3,Low-Moderate
IVI001,2021,32,2021-08-02,13.0,13.0,1,Very Low
IVI001,2021,33,2021-08-09,10.0,10.0,1,Very Low
IVI001,2021,34,2021-08-16,4.0,4.0,0,Negligible
IVI001,2021,35,2021-08-23,1.0,1.0,0,Negligible
IVI001,2021,36,2021-08-30,0.0,0.0,0,Negligible
IVI001,2021,37,2021-09-06,0.0,0.0,0,Negligible
IVI001,2021,38,2021-09-13,16.0,16.0,2,Low
IVI001,2021,39,2021-09-20,7.0,7.0,0,Negligible
IVI001,2021,40,2021-09-27,17.0,17.0,2,Low
IVI001,2021,41,2021-10-04,19.0,19.0,2,Low
IVI001,2021,47,2021-11-15,2.0,2.0,0,Negligible
IVI001,2021,48,2021-11-22,1.0,1.0,0,Negligible
IVI001,2022,18,2022-05-02,3.0,3.0,0,Negligible
IVI001,2022,19,2022-05-09,4.0,4.0,0,Negligible
IVI001,2022,21,2022-05-23,6.0,6.0,0,Negligible
IVI001,2022,22,2022-05-30,2.0,2.0,0,Negligible
IVI001,2022,23,2022-06-06,34.0,34.0,3,Low-Moderate
IVI001,2022,24,2022-06-13,13.0,13.0,1,Very Low
IVI001,2022,25,2022-06-20,10.0,10.0,1,Very Low
IVI001,2022,26,2022-06-27,59.0,59.0,4,Moderate
IVI001,2022,27,2022-07-04,63.0,63.0,4,Moderate
IVI001,2022,28,2022-07-11,33.0,33.0,3,Low-Moderate
IVI001,2022,29,2022-07-18,21.0,21.0,2,Low
IVI001,2022,31,2022-08-01,32.0,32.0,3,Low-Moderate
IVI001,2022,32,2022-08-08,11.0,11.0,1,Very Low
IVI001,2022,33,2022-08-15,5.0,5.0,0,Negligible
IVI001,2022,34,2022-08-22,14.0,14.0,1,Very Low
IVI001,2022,35,2022-08-29,20.0,20.0,2,Low
IVI001,2022,36,2022-09-05,14.0,14.0,1,Very Low
IVI001,2022,37,2022-09-12,17.0,17.0,2,Low
IVI001,2022,38,2022-09-19,31.0,31.0,3,Low-Moderate
IVI001,2022,39,2022-09-26,23.0,23.0,3,Low-Moderate
IVI001,2022,40,2022-10-03,5.0,5.0,0,Negligible
IVI001,2023,15,2023-04-10,11.0,5.4,0,Negligible
IVI001,2023,16,2023-04-17,2.0,7.9,0,Negligible
IVI001,2023,17,2023-04-24,9.0,2.5,0,Negligible
IVI001,2023,18,2023-05-01,3.0,7.6,0,Negligible
IVI001,2023,19,2023-05-08,7.0,3.5,0,Negligible
IVI001,2023,20,2023-05-15,24.0,6.6,0,Negligible
IVI001,2023,21,2023-05-22,17.0,16.0,2,Low
IVI001,2023,22,2023-05-29,4.0,13.3,1,Very Low
IVI001,2023,23,2023-06-05,16.0,5.2,0,Negligible
IVI001,2023,24,2023-06-12,7.0,13.2,1,Very Low
IVI001,2023,25,2023-06-19,9.0,7.0,0,Negligible
IVI001,2023,26,2023-06-26,34.0,9.5,1,Very Low
IVI001,2023,27,2023-07-03,118.0,24.1,3,Low-Moderate
IVI001,2023,28,2023-07-10,65.0,58.3,4,Moderate
IVI001,2023,29,2023-07-17,101.0,42.1,4,Moderate
IVI001,2023,30,2023-07-24,92.0,58.3,4,Moderate
IVI001,2023,31,2023-07-31,19.0,51.5,4,Moderate
IVI001,2023,32,2023-08-07,60.0,15.8,2,Low
IVI001,2023,33,2023-08-14,52.0,33.6,3,Low-Moderate
IVI001,2023,35,2023-08-28,54.0,28.1,3,Low-Moderate
IVI001,2023,37,2023-09-11,29.0,37.1,3,Low-Moderate
IVI001,2023,38,2023-09-18,34.0,17.4,2,Low
IVI001,2023,39,2023-09-25,49.0,18.4,2,Low
IVI001,2023,40,2023-10-02,8.0,23.4,3,Low-Moderate
IVI001,2023,41,2023-10-09,54.0,6.6,0,Negligible
IVI001,2023,42,2023-10-16,29.0,23.0,3,Low-Moderate
IVI001,2023,43,2023-10-23,19.0,16.7,2,Low
IVI002,2018,14,2018-04-02,0.0,0.0,0,Negligible
IVI002,2018,15,2018-04-09,0.0,0.0,0,Negligible
IVI002,2018,16,2018-04-16,0.0,0.0,0,Negligible
IVI002,2018,17,2018-04-23,1.0,1.0,0,Negligible
IVI002,2018,18,2018-04-30,0.0,0.0,0,Negligible
IVI002,2018,19,2018-05-07,0.0,0.0,0,Negligible
IVI002,2018,20,2018-05-14,0.0,0.0,0,Negligible
IVI002,2018,21,2018-05-21,0.0,0.0,0,Negligible
IVI002,2018,22,2018-05-28,0.0,0.0,0,Negligible
IVI002,2018,23,2018-06-04,10.0,10.0,1,Very Low
IVI002,2018,24,2018-06-11,12.0,12.0,1,Very Low
IVI002,2018,25,2018-06-18,29.0,29.0,3,Low-Moderate
IVI002,2018,26,2018-06-25,26.0,26.0,3,Low-Moderate
IVI002,2018,27,2018-07-02,14.0,14.0,1,Very Low
IVI002,2018,28,2018-07-09,19.0,19.0,2,Low
IVI002,2018,29,2018-07-16,5.0,5.0,0,Negligible
IVI002,2018,30,2018-07-23,5.0,5.0,0,Negligible
IVI002,2018,31,2018-07-30,7.0,7.0,0,Negligible
IVI002,2018,32,2018-08-06,2.0,2.0,0,Negligible
IVI002,2018,33,2018-08-13,2.0,2.0,0,Negligible
IVI002,2018,34,2018-08-20,16.0,16.0,2,Low
IVI002,2018,35,2018-08-27,7.0,7.0,0,Negligible
IVI002,2018,36,2018-09-03,2.0,2.0,0,Negligible
IVI002,2018,37,2018-09-10,15.0,15.0,2,Low
IVI002,2018,39,2018-09-24,15.0,15.0,2,Low
IVI002,2018,41,2018-10-08,3.0,3.0,0,Negligible
IVI002,2018,42,2018-10-15,0.0,0.0,0,Negligible
IVI002,2019,20,2019-05-13,1.0,1.0,0,Negligible
IVI002,2019,21,2019-05-20,0.0,0.0,0,Negligible
IVI002,2019,22,2019-05-27,3.0,3.0,0,Negligible
IVI002,2019,23,2019-06-03,7.0,7.0,0,Negligible
IVI002,2019,24,2019-06-10,6.0,6.0,0,Negligible
IVI002,2019,25,2019-06-17,2.0,2.0,0,Negligible
IVI002,2019,26,2019-06-24,5.0,5.0,0,Negligible
IVI002,2019,27,2019-07-01,17.0,17.0,2,Low
IVI002,2019,28,2019-07-08,21.0,21.0,2,Low
IVI002,2019,29,2019-07-15,24.0,24.0,3,Low-Moderate
IVI002,2019,30,2019-07-22,30.0,30.0,3,Low-Moderate
IVI002,2019,31,2019-07-29,35.0,35.0,3,Low-Moderate
IVI002,2019,32,2019-08-05,25.0,25.0,3,Low-Moderate
IVI002,2019,33,2019-08-12,7.0,7.0,0,Negligible
IVI002,2019,34,2019-08-19,11.0,11.0,1,Very Low
IVI002,2019,35,2019-08-26,8.0,8.0,0,Negligible
IVI002,2019,36,2019-09-02,5.0,5.0,0,Negligible
IVI002,2019,37,2019-09-09,7.0,7.0,0,Negligible
IVI002,2019,38,2019-09-16,12.0,12.0,1,Very Low
IVI002,2019,39,2019-09-23,6.0,6.0,0,Negligible
IVI002,2019,40,2019-09-30,5.0,5.0,0,Negligible
IVI002,2019,41,2019-10-07,3.0,3.0,0,Negligible
IVI002,2019,42,2019-10-14,4.0,4.0,0,Negligible
IVI002,2020,17,2020-04-20,1.0,1.0,0,Negligible
IVI002,2020,18,2020-04-27,0.0,0.0,0,Negligible
IVI002,2020,19,2020-05-04,0.0,0.0,0,Negligible
IVI002,2020,20,2020-05-11,1.0,1.0,0,Negligible
IVI002,2020,21,2020-05-18,3.0,3.0,0,Negligible
IVI003,2024,24,2024-06-10,94.0,229.3,8,Very High
IVI003,2024,25,2024-06-17,45.0,49.9,4,Moderate
IVI003,2024,26,2024-06-24,26.0,29.7,3,Low-Moderate
IVI003,2024,27,2024-07-01,378.0,23.5,3,Low-Moderate
IVI003,2024,28,2024-07-08,431.0,131.9,6,Elevated
IVI003,2024,29,2024-07-15,32.0,148.1,7,High
IVI003,2024,30,2024-07-22,56.0,26.5,3,Low-Moderate
IVI003,2024,31,2024-07-29,11.0,37.8,3,Low-Moderate
IVI003,2024,32,2024-08-05,64.0,12.7,1,Very Low
IVI003,2024,33,2024-08-12,63.0,40.3,4,Moderate
IVI003,2024,34,2024-08-19,20.0,41.8,4,Moderate
IVI003,2024,35,2024-08-26,27.0,16.6,2,Low
IVI003,2024,36,2024-09-02,49.0,20.2,2,Low
IVI003,2024,37,2024-09-09,55.0,32.1,3,Low-Moderate
IVI003,2024,38,2024-09-16,33.0,31.8,3,Low-Moderate
IVI003,2024,39,2024-09-23,44.0,19.4,2,Low
IVI003,2025,13,2025-03-24,9.0,27.5,3,Low-Moderate
IVI003,2025,15,2025-04-07,2.0,7.1,0,Negligible
IVI003,2025,16,2025-04-14,4.0,3.2,0,Negligible
IVI003,2025,17,2025-04-21,0.0,4.1,0,Negligible
IVI003,2025,18,2025-04-28,4.0,1.0,0,Negligible
IVI003,2025,20,2025-05-12,414.0,4.3,0,Negligible
IVI003,2025,21,2025-05-19,258.0,92.9,6,Elevated
IVI003,2025,22,2025-05-26,250.0,79.7,5,Moderate-High
IVI003,2025,23,2025-06-02,61.0,88.1,6,Elevated
IVI003,2025,24,2025-06-09,99.0,35.9,3,Low-Moderate
IVI003,2025,25,2025-06-16,20.0,52.7,4,Moderate
IVI003,2025,26,2025-06-23,23.0,18.5,2,Low
IVI003,2025,27,2025-06-30,32.0,18.7,2,Low
IVI003,2025,28,2025-07-07,13.0,24.8,3,Low-Moderate
IVI003,2025,29,2025-07-14,25.0,15.0,2,Low
IVI003,2025,30,2025-07-21,22.0,21.3,10,Outbreak
IVI003,2025,31,2025-07-28,29.0,18.7,2,Low
IVI003,2025,32,2025-08-04,8.0,23.6,3,Low-Moderate
IVI003,2025,33,2025-08-11,28.0,11.1,1,Very Low
IVI003,2025,34,2025-08-18,37.0,23.5,3,Low-Moderate
IVI003,2025,35,2025-08-25,33.0,27.9,3,Low-Moderate
LAV001,2018,14,2018-04-02,1.0,1.0,0,Negligible
LAV001,2018,15,2018-04-09,0.0,0.0,0,Negligible
LAV001,2018,16,2018-04-16,0.0,0.0,0,Negligible
LAV001,2018,17,2018-04-23,0.0,0.0,0,Negligible
LAV001,2018,19,2018-05-07,0.0,0.0,0,Negligible
LAV001,2018,20,2018-05-14,0.0,0.0,0,Negligible
LAV001,2018,21,2018-05-21,1.0,1.0,0,Negligible
LAV001,2018,22,2018-05-28,0.0,0.0,0,Negligible
LAV001,2018,23,2018-06-04,3.0,3.0,0,Negligible
LAV001,2018,24,2018-06-11,2.0,2.0,0,Negligible
LAV001,2018,25,2018-06-18,1.0,1.0,0,Negligible
LAV001,2018,26,2018-06-25,0.0,0.0,0,Negligible
LAV001,2018,27,2018-07-02,3.0,3.0,0,Negligible
LAV001,2018,28,2018-07-09,9.0,9.0,1,Very Low
LAV001,2018,29,2018-07-16,45.0,45.0,4,Moderate
LAV001,2018,30,2018-07-23,189.0,189.0,7,High
LAV001,2018,31,2018-07-30,98.0,98.0,6,Elevated
LAV001,2018,32,2018-08-06,57.0,57.0,4,Moderate
LAV001,2018,33,2018-08-13,28.0,28.0,3,Low-Moderate
LAV001,2018,35,2018-08-27,45.0,45.0,4,Moderate
LAV001,2018,36,2018-09-03,193.0,193.0,7,High
LAV001,2018,37,2018-09-10,106.0,106.0,6,Elevated
LAV001,2018,38,2018-09-17,45.0,45.0,4,Moderate
LAV001,2018,39,2018-09-24,46.0,46.0,4,Moderate
LAV001,2019,20,2019-05-13,13.0,13.0,1,Very Low
LAV001,2019,23,2019-06-03,19.0,19.0,2,Low
LAV001,2019,38,2019-09-16,1.0,1.0,0,Negligible
LAV001,2019,39,2019-09-23,0.0,0.0,0,Negligible
LAV001,2020,21,2020-05-18,7.0,7.0,0,Negligible
LAV001,2020,25,2020-06-15,4.0,4.0,0,Negligible
LAV001,2021,20,2021-05-10,1.0,1.0,0,Negligible
LAV001,2021,21,2021-05-17,1.0,1.0,0,Negligible
LAV001,2021,25,2021-06-14,1.0,1.0,0,Negligible
LAV001,2021,28,2021-07-05,20.0,20.0,2,Low
