address,lat,lon
2798 E ROSEDALE DR,,
1643 S 930 E CIR,,
3016 W Orco LN,,
5929 S WHITE RIM CT,,
5986 S FOOTHILL RIDGE DR,,
484 S MAGGIORE TRL,37.1002723,-113.6411165
3955 E AVIATOR DR,,
5972 S FOOTHILL RIDGE DR,,
488 W CEDAR HILL DR,37.0008812,-113.5958991
1450 N Dixie Downs Rd,37.1324294,-113.623723
Trademark Dr. & Widget Way,,
868 S WILLOWBEND DR,,
874 S WILLOWBEND DR,,
989 W DOONBEG DR,,
876 - 868 S WILLOWBEND DR,,
872 S WILLOWBEND DR,,
662 E Commerce DR,37.0367224,-113.5648363
876 S WILLOWBEND DR,,
6292 S TUMBLESTONE CV,,
5567 S Dahsani LN,,
2336 E Kiabito LN,,
1331 N DIXIE DOWNS RD UNIT 74,,
245 Red Cliffs Dr.,37.110382,-113.5559547
801 S Bluff St STE B80,,
801 S Bluff St STE B50,,
2791 E Yoshi LN,,
2789 E Yoshi LN,,
1373 E HONEYCOMB CT,,
335 S Luce Del Sol Unit 8,,
4273 E CARRERA WAY,,
2336 Entrada Trl #25,,
4396 E Triumph WAY,,
3463 E 2890 S ST,37.0592021,-113.5143809
5095 S DESERT COLOR PKWY PKWY,,
436 S Baracciano DR,,
5994 S FOOTHILL RIDGE DR,,
777 S 400 E ST UNIT 51,,
1592 S Sandatlas DR,37.0800381,-113.5328092
1498 E White Hollow CIR,,
2123 E ONYX WAY,37.0796786,-113.5401188
2319 S 1060 W,37.0676706,-113.6061336
1476 W. Sunset Blvd.,37.1228162,-113.6155933
4655 Pioneer Road,37.0295898,-113.6072502
2256 N Cascade Canyon Dr,,
55 East 700 South #APT 28,,
3281 E Clara Ln,,
3001 E Yavin WY,37.0024404,-113.5228654
1050 - 1068 S Carolina Marsh LN,,
1101 W Blue Wren DR,,
975 S Main St  #100,,
998 S Willow Breeze LN,37.0913866,-113.5498251
664 S MOLVENO TRL,,
1020 - 1042 S Carolina Marsh LN,,
2705 S River Rd,,
1770 E Red Cliffs DR Unit 1186,,
1032 S Carolina Marsh LN,,
3165 S TALLOW TREE DR,37.0518929,-113.5115653
1587 Wonderstone DR,37.0264979,-113.6173362
258 S 200 W Apt 2,,
1449 W 1370 N ST,37.131609,-113.614567
"1852 N Labyrinth Dr Saint George, UT",,
"1598 Spirit Walker Dr Saint George, UT",,
1064 S Carolina Marsh LN,,
1062 S Carolina Marsh LN,,
1058 S Carolina Marsh LN,,
1054 S Carolina Marsh LN,,
1050 S Carolina Marsh LN,,
3256 E ASHBURY DRIVE,,
1042 S Carolina Marsh LN,,
1068 S Carolina Marsh LN,,
1028 S Carolina Marsh LN,,
2668 E Seegmiller DR,37.0616974,-113.527932
1024 S Carolina Marsh LN,,
2734 E Rosedale DR,,
2755 E CLIFF SHADOW DR,37.0419011,-113.5259862
2766 E Rosedale DR,,
1514 E MEAD LN,,
608 W Canyon Pine DR,,
1038 S Carolina Marsh LN,,
1020 S Carolina Marsh LN,,
400 S Tech Ridge Parkway,37.1005328,-113.5937555
2794 S EMILY LN,,
600 S Medical Center DR,37.0999908,-113.5554132
2794 S Emily LN,,
2503 E SUNIVA WAY,,
768 W Sunrise Ct,,
1134 East 900 South #UNIT 37,,
850 North 2720 East,37.1235317,-113.528026
61 N 2350 E Cir,,
3129 E Fuchsia Dr,,
958 N 2000 E ST,37.1146096,-113.5409068
929 W Sunset BLVD UNIT 6,,
1015 N Grand Mesa DR,37.1223182,-113.5511719
1069 W 2320 S ST,,
1983 E 620 N ST,37.1189408,-113.5299043
647 N 1275 W,37.1194138,-113.6107579
1812 E Middleton Dr,37.1237424,-113.5398204
801 S Bluff St STE B70,,
1165 W INDIAN HILLS DR #225,,
164 N EMERAUD DR,,
1008 E 1720 S ST,37.0788331,-113.561283
1415 W SILK BERRY CIR,37.0193534,-113.613265
1417 E 2190 S CIR,37.0711608,-113.5534483
3275 E 3230 S ST,37.0535574,-113.5150564
"87 N St. George Blvd, St. George Utah",37.1098679,-113.5649319
2543 Rio Lobo Dr,37.1073143,-113.6382075
5828 S Lansky DR,,
1650 Evergreen Dr,37.0608248,-113.5492378
1055 E 900 S St Unit 85,,
3134 Blue Heron DR,37.0754839,-113.5200376
3704 S 540 E,37.0450489,-113.572288
120 S 1790 W Cir,37.1062576,-113.621736
242 N 2830 E ST,37.0493811,-113.525863
2313 E 390 N ST,37.1152188,-113.5343087
6068 S Forsythia Way,,
2524 E 1190 S CIR,37.0877255,-113.5317503
1090 South Gap Canyon Parkway,,
3530 Manzanita Rd 6,,
1159 W 610 N CIR,37.1187593,-113.6084101
385 W Brigham Rd Apt 1601,,
2989 W Orco LN,,
3643 S 1550 W,37.0462184,-113.616948
2330 E 200 S St,37.0686443,-113.5483457
2182 W 1050 N,37.1264713,-113.6299425
2533 E 3770 S,37.0443696,-113.5357621
1072 W CANYON TREE DR,,
3599 E 2890 S ST,37.0592021,-113.5143809
2111 W Magatsu Dr,37.1535373,-113.6301394
1590 E DIHEDRAL DR,37.0749561,-113.5504186
3004 - 3024 E Viviano LN,,
3067 E Spotted Horse LN,,
2582 N Tacheene DR,,
2971 E 2930 S,37.0584584,-113.5200327
3579 E Ashbury Dr,,
3277 E SEEGMILLER DR,37.061454,-113.5179813
Desert Sky Pkwy @ Backlot Xing,,
2570 S 3430 E,37.0760696,-113.51317
1366 W Yellow Knolls DR,,
519 S Appian WAY,37.1004776,-113.6468464
470 E 1100 S #19,,
1127 S Criollo LN,,
2831 S Bloomington Dr East,,
2372 E 3480 S,,
3026 E Viviano LN,,
90 E MILAN LN,,
Approx 4900 S Trademark - Fort Pierce Lot 206,,
4808 S Trademark Dr,,
1330 W Indian Hills Dr Unit 6,,
"1526 N Dixie Downs Rd Unit 41 Saint George, UT",,
11 E DAKAR LN,37.0472698,-113.5829358
520 Man O War Rd,37.052107,-113.5953033
3464 E Chimney Rock Dr,,
82 E Milan LN,,
"3022 S Gentry Ln Saint George, UT",,
3024 E Viviano LN,,
739 N 1800 E ST,37.1225575,-113.5449135
3003 - 3023 E Viviano LN,,
3020 E Viviano LN,,
14 E MILAN LN,,
333 S 1470 E ST,,
3004 E Viviano LN,,
3008 E Viviano LN,,
3012 E Viviano LN,,
3016 E Viviano LN,,
639 S Mall Drive,37.1063607,-113.5425951
1631 W SUNSTAR DR,37.0278498,-113.6213081
50 W 400 S ST UNIT 3,,
4695 S TRANQUILITY BAY DR,37.026663,-113.6188049
2255 E Horseman Park,,
1818 W RUBY RIVER LN,,
1202 W Shadow Point DR,,
2187 E 10 S ST,37.1084433,-113.5366141
1360 N Dixie Downs Rd #53,37.1270542,-113.6238217
3023 E Viviano LN,,
6224 S Irontree DR,,
934 W Boxthorn DR,37.0026726,-113.6030209
Sage Haven,,
2784 E CLIFF SHADOW DR,37.0419011,-113.5259862
3019 E Viviano LN,,
3003 E Viviano LN,,
3007 E Viviano LN,,
3011 E Viviano LN,,
3015 E Viviano LN,,
3262 S Tiger Maple CIR,37.0532524,-113.5135816
195 W Mojave Heights Dr,37.0709829,-113.5883542
South of Desert Ridge Parkway,,
2758 W Vico WY,37.1011051,-113.6425675
1344 W Silk Berry DR,37.0204219,-113.6117793
3052 N. SNOW CANYON PARKWAY #53,,
1491 S RIVER RD UNIT 1,,
647 N Moonglow Pl,37.1193436,-113.6279619
126 N Eastridge DR,37.1098644,-113.5509244
124 W Hope St,37.114948,-113.5820128
2331 E 3350 S ST,37.051458,-113.5368481
3052 N Snow Canyon Parkway 53,,
1043 S 2910 E ST,37.0468052,-113.5242069
646 S Alcantara LN,,
991 Grand Heights DR,37.1233706,-113.552501
393 S River RD,37.0133522,-113.5643388
"1610 W 100 N Unit 36 Saint George, UT",,
1450 South & River Road,,
"1129 N 2190 W Saint George, UT",,
1736 Point Dr,37.078452,-113.5592239
1610 W 100 N St Unit 55,,
"1877 W Horizon View Dr Saint George, UT",,
1526 N Dixie Downs Rd Unit 34,,
"1050 E Brigham Rd Apt 65 Saint George, UT",,
575 S Main St Apt 15,,
1102 E 1720 S,37.0787259,-113.5612096
1517 W 2130 S,,
1420 E HONEYCOMB DR,37.0036993,-113.5463927
2718 E Rosedale DR,,
6197 S Tracer CT,,
6203 S Tracer CT,,
3235 S 2750 E CIR,37.0538274,-113.5276925
2646 E Rosedale DR,,
915 W GOLD RIDGE LN,,
3996 E DESERT CANYONS PKWY,37.0100317,-113.5145422
2703 E Granite Way,37.0781368,-113.5351735
5476 N Johnsons Arch DR,,
6318 S Rialto CT,,
Lucas Drive and Desert Sage Parkway,,
440 S 200 E ST,37.1135196,-113.5790512
2255 E 2480 S ST,37.0663764,-113.5383805
White Dome Drive & River Road,,
1845 W CANYON VIEW DR #1617,37.0918966,-113.6247162
265 N DIXIE DR UNIT 110,,
~3050 S 3000 East,37.056146,-113.522014
3167 E Summit View LN,,
5897 S Foothill Ridge DR,,
669 S Ernesto Grotto WAY,,
5880 S FOOTHILL RIDGE DR,,
907 W GOLD RIDGE LN,,
901 W GOLD RIDGE LN,,
1609 E ROCKY POINT WAY,37.0907557,-113.5493075
1479 E WHITE DESERT DR,37.0057288,-113.5537872
345 N 2450 E ST #228,,
1165 W INDIAN HILLS DR UNIT 209,,
3451 E Ashbury Dr,,
324 N 1680 E,37.1108623,-113.5467122
1082 W ALBERTINE LN,37.0732275,-113.6069114
1086 W ALBERTINE LN,37.0732275,-113.6069114
1074 - 1086 W ALBERTINE LN,37.0732275,-113.6069114
2885 E Rowan LN,,
1078 W ALBERTINE LN,37.0732275,-113.6069114
1074 W ALBERTINE LN,37.0732275,-113.6069114
3344 E 2250 S,37.0700468,-113.5495088
2302 S Tall Grass Ln,,
2292 S TALL GRASS LN - POOL,,
732 E ALABASTER RD,,
2748 E Rosedale DR,,
712 S Paisley WAY,,
"475 S Donlee Dr,  ST. GEORGE, UTAH",37.1118739,-113.5972434
4765 N Rusty Cliffs DR,,
1620 E 1450 S ST UNIT 81,,
2688 E Rosedale DR,,
68 N PARADISE WAY,37.1085181,-113.5252327
2076 W ASPIRATION POINT CIR,37.0255313,-113.6268986
1995 E Judy LN,,
5881 S Diamond Butte Dr,,
3427 S BLOOMINGTON DR W,,
2894 E AUBURN DR,,
4503 N Petroglyph DR,,
1491 S River RD UNIT 2,,
1377 W MORANE MANOR DR,,
1550 W 330 N ST,,
4397 S SHERWOOD DR,,
899 W GOLD RIDGE LN,,
1568 W Belayer Dr,,
1991 E 2540 S,,
1166 W DOONBEG DR,,
2049 W 1700 N ST,,
959 W VELVET RIDGE CV,,
3031 S BASSWOOD CIR,,
2549 W. SINAGUA TRAIL #71,,
2074 N Anasazi TRL,,
1285 Palmer Circle,,
2890 E 1350 S,,
955 W VELVET RIDGE CV,,
1026 West Calloway Circle,,
2926 E Rowan LN,,
1736 S 1480 E Cir,,
960 W Manzanita Road,,
1118 W BLACK MOUNTAIN DR   UNIT V101,,
2977 S Beech St,,
3402 E Seegmiller DR,,
4170 E EL CAPITAN WAY,,
1334 W 1360 N ST,,
1785 W Phoenix Dr,,
2311 E Fieldstone CIR,,
847 W 1130 N CIR,,
2491 S RIVER RD BLDG E,,
1639 East Yant Flat,,
1966 E Jade DR,,
2111 W Magatsu DR,,
1325 Cantamar DR,,
873 W BRIGHT RIDGE LN,,
877 W BRIGHT RIDGE LN,,
39 N Valley View Dr #57,,
885 W BRIGHT RIDGE LN,,
3204 E Sugar Maple DR,,
889 W BRIGHT RIDGE LN,,
4596 S FIRST LIGHT DR,,
881 W BRIGHT RIDGE LN,,
4267 E CARRERA WAY,,
4251 E Carerra WY,,
302 S Divario Canyon DR BLDG E,,
2583 E SUNIVA WAY,,
280 S Luce Del Sol Unit 115,,
744 E Enterprise DR STE 2,,
3011 W Orco LN,,
698 S ALCANTARA CIR,,
2265 W Rivers Edge Ln,,
855 W Indian Hills DR,,
3303 S 2150 E ST,,
3555 S LUPIN WAY,,
5822 S Lansky DR,,
1873 S POINT DR,,
671 S Molveno TRL,,
2312 E Kiabito LN,,
5561 S Dahsani LN,,
5559 S Dahsani LN,,
2330 E Kiabito LN,,
4263 E CARERRA WAY,,
2324 E KIABITO LN,,
662 Commerce Drive,,
772 N 2860 E,,
2536 E Slate LN,,
175 N 400 E ST,,
1543 S River RD UNIT 3,,
1066 W ALBERTINE LN,,
1058 W ALBERTINE LN,,
1070 W ALBERTINE LN,,
1062 W ALBERTINE LN,,
2020 E Riverside DR,,
801 S Bluff St,,
146 S 700 E ST,,
225 N COUNTRY LN #70,,
2244 S ARNICA CIR,,
1722 S 1430 E CIR,,
626 N RIDGE RIM WAY,,
32 N 2590 E ST,,
2170 E COLORADO CIR,,
1650 S SANDATLAS DR,,
3137 S SPRUCE CIR,,
385 S Five Sisters DR,,
5455 S COPPER PEARL LN,,
1795 N Snow Canyon Pkwy 97,,
918 N 2720 E ST,,
538 E WHITE RIDGE DR,,
1397 W Sunset BLVD UNIT 105,,
1552 E. 1850 S. Cir,,
32867 Sugar Maple DR,,
5816 S Lansky DR,,
334 W Tabernacle St Ste# J7,,
1535 S 2520 E CIR,,
4579 S BIG RIVER DR,,
710 S INDIAN HILLS DR UNIT 15,,
2182 Chaco TRL,,
1406 W Canyon Tree DR,,
George Washington Blvd & 3000E,,
269 N 300 W ST,,
555 N Dixie Drive,,
2050 W CANYON VIEW DR 9A,,
497 E Paintbrush Way,,
3386 S Walnut Canyon DR,,
2785 E Yoshi LN,,
2436 E Horseman Park DR,,
602 W CANYON PINE DR,,
1284 W Canyon Tree DR,,
527 W AVERY LN,,
2622 s Franklin dr,,
1238 W 360 N ST UNIT 11,,
1986 S LARKSPUR RD,,
1951 E OPAL WAY,,
4280 E TRIUMPH WAY,,
161 W 950 S ST UNIT A6,,
1770 E Red Cliffs DR STE 1106,,
3288 E Ashbury DR,,
4929 S Desert Color PKWY UNIT A103,,
4257 E Carerra WY,,
2383 E 140 S ST,,
1255 W Sunset BLVD STE 2,,
1687 W WIDE RIVER DR,,
1765 W SPIRIT WALKER DR,,
1365 E Fort Pierce Unit 26,,
2660 E Cultivator LN,,
64 N 800 E SUITE 1,,
1664 S Dixie DR UNIT M102,,
2050 S 1400 E  13,,
Enterprise Dr & Commerce Dr,,
611 W Green Mountain DR,,
2639 E SUNIVA WAY,,
2643 E SUNIVA WAY,,
3114 E CRIMSON MEADOWS DR,,
2655 E SUNIVA WAY,,
735 Gunlock CIR,,
2144 S 3430 E St,,
2436 N TACHEENE DR,,
2429 E 2830 S,,
2588 E SUNIVA WAY,,
2604 E SUNIVA WAY,,
2601 E SUNIVA WAY,,
3256 East Ashbury DR,,
2600 E Rosedale DR,,
1538 E Mead LN,,
2818 E RIDGEDALE LN,,
2635 E SUNIVA WAY,,
2990 E Riverside Dr 21,,
1678 W Belayer DR,,
1550 E Mead LN,,
1548 E Mead LN,,
1544 E Mead LN,,
1540 E Mead LN,,
1530 E Mead LN,,
1534 E Mead LN,,
1450 N Dixie Downs RD UNIT 86,,
1528 E Mead LN,,
1524 E Mead LN,,
1522 E Mead LN,,
2672 E Rosedale DR,,
2631 E SUNIVA WAY,,
2841 E GNIESS DR,,
1491 S RIVER RD UNIT 3,,
1283 W Pocket Mesa DR,,
3026 E 2170 S ST,,
2557 N LA CASA CIR,,
2647 E SUNIVA WAY,,
1751 West Chandler Dr.,,
3292 E 3180 S ST,,
469 W 300 N,,
2515 E CRIMSON RIDGE DR,,
3274 E 3180 S ST,,
14 E 300 S ST,,
5096 S CARMEL BLUFFS CIR,,
758 W LAVA POINTE DR,,
545 S VALLEY VIEW DR #36,,
3512 E RIMRUNNER DR,,
623 Concord WY,,
2896 S 2350 E ST,,
"3129 E Fuchsia Dr Saint George, Utah",,
761 N Bluff St - B5,,
"1770 East Red Cliffs Drive St. George, Utah",,
2766 E 175 N,,
"Aviation Business Park, Lot 6",,
3191 E Deseret Dr S,,
2955 E Rimrunner DR,,
River Road,,
2836 E Mall DR UNIT 2,,
2736 E CLIFF SHADOW DR,,
3577 S LUPIN WAY,,
1363 E WHITE BLUFF DR,,
3446 E 2890 S ST,,
2770 W Vico WY,,
351 N Lost Creek DR,,
Pioneer Road & Sugar Leo Rd,,
1115 W Shady Springs DR,,
302 S Divario Canyon DR,,
2798 E. Moorland Dr,,
2339 E Fieldstone CIR,,
3802 E Church Rocks DR,,
1495 S River RD UNIT 1,,
1840 W 1100 N #41,,
1386 E 1710 S,,
1845 Talus Ct,,
1684 E TALUS CT,,
1648 E Dihedral DR,,
1630 E 2450 S Unit 30,,
1205 W 710 N,,
735 S Alcantara CIR,,
2868 E Willow Tree LN,,
2481 N La Casa CIR,,
4222 South Tawney Owl DR,,
"473 S River Road, Suite A",,
2415 E 700 N ST,,
2410 Anasazi TRL,,
4290 S Pioneer Rd,,
4247 E Carerra WY,,
1684 E TALUS WAY,,
1370 N 1100 W ST,,
4276 E Triumph WY,,
2781 E Yoshi LN,,
648 W LAVA POINTE DR,,
3014 S GENTRY LN,,
4991 S AZALEA CIR,,
801 S Bluff ST,,
584 S DIXIE DR #28,,
975 S Tech Ridge Dr.,,
"555 W. Diagonal St, Unit 5",,
154 S 100 W - Garage,,
"1697 W Bonita Bay Dr Saint George, Utah",,
2470 S 2010 E ST,,
1040 N 1300 W  #49,,
West of intersection of Painted Ridge Pkwy and Desert Sage Pkwy,,
Sky Rocket Road and Highline Road,,
2519 E 1190 S ST,,
3090 Crimson Meadows DR,,
591 N 1050 W ST,,
847 W 1130 N Cir,,
370 E Tabernacle ST,,
6202 S SQUARE TOP,,
2236 S Tall Grass LN,,
3532 E 3050 S,,
4850 N Sand Cove CIR,,
334 N 300 W ST UNIT A,,
640 N 1200 E ST,,
658 S 100 W ST,,
2131 S HARMONY CIR,,
2226 E 170 N ST,,
2405 E 700 N ST,,
3214 S 2980 E ST,,
1314 E White Dome Drive,,
1414 West Galoot Drive,,
4782 S TRANQUILITY BAY DR,,
147 E 2580 S CIR UNIT C,,
2660 E. Cultivator Ln,,
5575 S Desert Color PKWY,,
3697 S 1550 W ST,,
948 N 1300 W ST,,
425 W 300 N ST,,
2702 E Rosedale DR,,
698 N 2200 E,,
2784 W PIATTO WAY,,
1770 E Red Cliffs DR,,
845 N VALLEY VIEW DR #908,,
6064 S BEECHWOOD DR,,
2047 E Tagans WAY,,
1380 S Medical Center DR,,
439 W Bunker CIR,,
3276 S 3350 E ST,,
1112 E TAMARISK DR,,
214 S Megozzo DR,,
1655 E Talus WY,,
4733 S HAMMOCK DUNES CIR,,
2686 Pavant Cir,,
3713 S Gatehouse Ln,,
1628 N Artesia DR,,
1414 W Galoot DR,,
4851 N PETROGLYPH DR,,
4640 S IRONWOOD DR,,
2335 W SUNBROOK DR #57,,
2812 S MAGNOLIA LN,,
893 W Bright Ridge LN,,
911 W Bright Ridge LN,,
884 S WILLOWBEND DR,,
907 W Bright Ridge LN,,
903 W Bright Ridge LN,,
901 W Bright Ridge LN,,
897 W Bright Ridge LN,,
2836 E Mall DR Unit 3,,
890 S WILLOWBEND DR,,
886 S WILLOWBEND DR,,
892 S WILLOWBEND DR,,
3344 S Pioneer RD,,
1815 E Yant Flat DR,,
1618 N 1975 W ST,,
1626 W Sunset BLVD,,
1664 S DIXIE DR #B,,
1196 W FLOYD DR,,
2789 W Vico WAY,37.1011051,-113.6425675
Banded Hills,37.0459462,-113.5187786
2848 S RANCHO CIR,,
2647 S 3160 E ST,37.0633576,-113.5184748
3491 E 2890 S ST,37.0592021,-113.5143809
503 W Avery LN,,
3052 N. SNOW CANYON PARKWAY #70,,
1949 W. EVEREST DR,,
518 S East Ridge DR,37.0515185,-113.5194184
904 W. 730 N.,37.1208503,-113.6028928
3063 s alpine ln,,
SOUTH OF BENCHMARK DR AND EAST OF RIVER ROAD,,
495 W Cedar Hill DR,37.0008812,-113.5958991
682 W High Tide PL,37.0175111,-113.5979972
684 W High Tide PL,37.0175111,-113.5979972
688 W High Tide PL,37.0175111,-113.5979972
692 W High Tide PL,,
694 W High Tide PL,,
696 W High Tide PL,37.0175111,-113.5979972
1453 S DIXIE DR STE 210,,
2695 W Trasimeno Drive,37.0986666,-113.6412667
3155 E HINKLEY LN,,
321 Damascus DR,37.0503805,-113.5911091
3382 Sugar Leo DR,,
727 S ALCANTARA CIR,,
White Dome Dr.,37.0062904,-113.5473886
2759 E Amaranth DR,37.0516691,-113.5274029
195 N 1240 W ST,37.1124133,-113.6104091
"2864 S 2350 E ST, SAINT GEORGE, UT, 84790",,
"1732 W 540 N ST UNIT 99, SAINT GEORGE, UT, 84770",,
"843 W CLUBHOUSE WAY, SAINT GEORGE, UT, 84770",,
1178 E 300 S #D107,37.102911,-113.558403
1040 N 1300 W ST UNIT 19,,
2135 S CAMERON PL,,
1488 W LLOYD DR,,
370 S Valley View Dr #1,,
1987 E JUDY LN,37.0907521,-113.5411043
1050 East Brigham Road 52,37.0574236,-113.5745721
3000 EAST & CRIMSON RIDGE DRIVE,37.0515185,-113.5194184
3351 S PIONEER RD,,
4994 S Desert Color PKWY,37.0146504,-113.5945056
755 S MINCIO LN,37.0959162,-113.6386139
5518 N Johnson Arch DR,37.20259,-113.6151869
396 S East Ridge DR,37.047345,-113.5189982
3089 E 2170 S ST,37.0713662,-113.5146129
1738 W 740 S ST,37.0957199,-113.6207418
1123 E Osage CIR,37.0570359,-113.5596393
3924 S Bentley Rd,,
4941 N LONG SKY DR,37.1973805,-113.6332887
1435 E Hayrocks DR,37.0065326,-113.5535288
1620 W BELAYER DR,37.0700945,-113.6181236
2981 W VARESE WAY,,
5945 S WHITE RIM CT,,
2588 S 3210 E,37.0644742,-113.5177863
2261 S Tonaquint Dr Unit 66,,
4464 E Desert Canyons PKWY,37.0110009,-113.5155789
4478 E Desert Canyons PKWY,37.0110009,-113.5155789
4196 S Airport PKWY UNIT 52D,,
4646 S Desert Color PKWY BLDG 2,,
1628 N Artesia Dr,37.1345859,-113.6153596
4426 S Enterprise DR,37.0324569,-113.5754126
2204 S Carabiner WAY,37.0706344,-113.6208048
6044 S RIMRUNNER DR,37.0060299,-113.5085482
2637 E Cedar Post LN,,
1694 E Ridgeline Cir,,
3169 S 2750 E,37.0546274,-113.527718
1475 E WHITE DESERT DR,37.0057288,-113.5537872
NE Corner of Sunriver Parkway & Pioneer Road,,
3297 E 3140 S,37.0548686,-113.5142741
2812 S Emily LN,,
3135 Jacob Hamblin DR,37.0550253,-113.606801
998 W Desert Sparrow Dr,37.0371327,-113.6058399
2036 Yant Flat DR,37.0052527,-113.5445626
2037 S 3210 E,37.0775007,-113.5177499
2549 W. SINAGUA TRAIL #31,37.1568087,-113.6397817
2498 N ANASAZI TRL,,
441 E Sunland Drive #19,,
834 E FORT PIERCE DR,37.0696215,-113.5622438
1730 W STONEBRIDGE DR UNIT 50,,
1488 W Lloyd DR,,
39 North Valley View Drive #62,,
3415 Seegmiller DR,37.0616974,-113.527932
"2255 S HILL RD UNIT 16, SAINT GEORGE, UT, 84790",,
312 N 2650 E,37.113382,-113.529392
3202 S WALNUT CANYON DR,,
480 S 200 W ST UNIT 14,,
1954 N Artesia DR,37.1345859,-113.6153596
331 S FIVE SISTERS CIR,37.1034111,-113.5453424
2077 West River of Fortune CIR,,
4834 Petroglyph DR,37.1918054,-113.6299801
6202 S ROCKY TALUS WY,37.0032114,-113.507842
845 N VALLEY VIEW DR #903,37.1223879,-113.6045458
"1541 W POPPY HILLS CIR SAIINT GEORGE, UT 84790",,
1165 W INDIAN HILLS DR 221,,
660 S 400 E ST 18,37.0859022,-113.574928
1604 W BELAYER DR,37.0700945,-113.6181236
"444 Sunland Dr Apt 69 Saint George, UT",,
2755 W Becco TRL,,
2759 W Becco TRL,,
2763 W Becco TRL,,
Walnut Canyon Dr,37.0507429,-113.5111023
1143 W DOONBEG DR,,
3464 E Banded Hills DR,37.0459462,-113.5187786
5812 S Lansky DR,,
5806 S Lansky DR,,
6191 S Tracer CT,,
2663 W VENICE LN,,
1910 S 2940 E,37.0758103,-113.5235175
2990 E Riverside DR 21,,
"952 Grand Teton Lane,  St George,  UT",37.1232747,-113.5515318
922 E Brigham RD STE 5C,,
914 W MARISSA RD,,
5267 S Blue Pearl Aly,,
1360 E WHITE BLUFF DR,,
3748 S Jessamine Dr,,
3537 E 2930 S ST,37.0584584,-113.5200327
3286 S TALLOW TREE DR,,
975 S Tech Ridge DR,37.1048369,-113.5947616
1091 N BLUFF STREET,37.126456,-113.6043518
1648 E DIHEDRAL DR,37.0749561,-113.5504186
3164 E 2170 S ST,37.0713662,-113.5146129
1543 S River RD UNIT 1,,
1405 E HAYROCKS DR,37.0065326,-113.5535288
1612 BONITA BAY CIRCLE,37.0211467,-113.6168604
6178 S Rosalind DR,,
1286 W 2130 S ST,,
3045 Corkwood Cir,37.0554977,-113.5557553
2423 W Chardonnay LN,,
2137 S Rappel WY,37.0713376,-113.619554
1111 W Beck Hill DR,,
1289 N 1280 W ST,37.1302279,-113.610788
Enterprise Drive,37.0324569,-113.5754126
TBD-2450 South,,
1188 W Grayson DR,,
2160 N Chaco Trail,37.1488763,-113.6396927
2412 S BRECKENRIDGE DR,,
311 S Bedrock LN,,
315 S Bedrock LN,,
3544 marigold way,37.0480798,-113.6103093
5962 S Jasper Ridge DR,37.0038041,-113.5936475
5958 S Jasper Ridge DR,37.0038041,-113.5936475
5964 S Jasper Ridge DR,37.0038041,-113.5936475
5968 S Jasper Ridge DR,,
3032 E RIMRUNNER DR,37.0011828,-113.5106866
"1701 N 2500 W Saint George, UT",,
2745 S 2260 E CIR,37.0622738,-113.5374775
"1169 Lizzie Ln Saint George, UT",,
4479 Hiko Springs DR,37.0314189,-113.6210824
337 Belmont DR,37.0467712,-113.5912194
2512 E 40 N ST,37.1090289,-113.5313364
1472 E George Washington BLVD UNIT 5,,
321 W DAMASCUS DR,37.0491854,-113.5920623
2030 East Riverside Drive,37.0975742,-113.5413304
4684 S Desert Color PKWY,37.0146776,-113.5944235
2825 E Mall Dr,,
2826 E Rowan Lane,,
2050 S 1400 E ST 12,,
4637 Painted Sky DR,37.1893052,-113.6308221
2745 W LUGANO WAY,,
2727 W Lugano WY,,
2121 S 1200 W ST,,
1505 S Shale DR,37.0818306,-113.5281878
6111 S Half Dome Ln,,
1245 S Main St,,
5310 S BLUE PEARL ALY,,
2678 W BRENTA WAY,37.0966608,-113.6401687
1050 E Brigham Rd #20,37.0595691,-113.5838298
1050 E Brigham Rd #19,37.058972,-113.5814501
1660 North Palo Verde DR,37.1364922,-113.6144994
1696 W Belayer DR,37.0700945,-113.6181236
1057 W DOONBEG DR,,
2392 E Capone LN,,
3155 E Hinckley LN,,
332 N Donlee DR,37.1118739,-113.5972434
6170 S HALF DOME CIR,,
SG-LOSG-10-1003,,
5263 S Blue Pearl Aly,,
3284 E CLARA LN,,
1035 W DOONBEG DR,,
Grand View Drive / Sky Rocket Road,,
"3408 E 2450 S St George, UT",37.0669131,-113.5153748
2853 E Rowan LN,,
3302 E Seegmiller DR,37.0616974,-113.527932
2895 E GRANITE WY,37.0794796,-113.529218
1505 S SHALE DR,37.0818306,-113.5281878
1392 East Hayrocks DR,,
2245 N Cohonina Cir,,
671 W CRYSTAL DR,,
Dixie Drive & 360 North,,
5505 Johnson Arch DR,37.20259,-113.6151869
436 N LOST CREEK CIR,,
2244 W 1890 N,,
432 E Enterprise DR,37.0303376,-113.5688539
1873 S THREE MARYS PL,37.076033,-113.5672992
1825 E. 3850 S. ST,37.0427667,-113.5506021
4890 N LONG SKY DR,37.1973805,-113.6332887
856 W Las Colinas Dr,,
3053 E. Holly CIR,37.0499858,-113.5210871
3000 E & Merrill Road,,
1055 EAST 900 SOUTH #UNIT 71,,
1710 E Red Cliffs DR UNIT 1305,,
1679 W Belayer DR,37.0700945,-113.6181236
1674 W CHANDLER DR,,
1732 W 540 N ST UNIT 112,,
