Site,Week_Start,Mosq_Count,DailyAverageDryBulbTemperature,DailyAverageWindSpeed,DailyPrecipitation,DailyAverageRelativeHumidity,Risk_Level
WAS011,2023-04-17,2.0,61.142857142857146,9.085714285714284,0.0,24.13716117216117,1
HUR008,2023-04-24,0.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,1
IVI001,2023-04-24,9.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,1
SCL004,2023-04-24,10.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,1
SCL005,2023-04-24,2.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,1
SGE002,2023-04-24,2.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,1
SGE003,2023-04-24,8.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,1
SGE009,2023-04-24,7.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,1
SGE009-2,2023-04-24,5.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,1
SGE013,2023-04-24,19.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,3
SGE014,2023-04-24,3.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,1
SGE017,2023-04-24,59.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,5
WAS002,2023-04-24,0.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,1
WAS005,2023-04-24,1.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,1
WAS006,2023-04-24,0.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,1
WAS008,2023-04-24,3.0,68.85714285714286,6.471428571428571,0.0014285714285714,23.36208791208791,1
HAR001,2023-05-01,2.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,1
HUR008,2023-05-01,1.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,1
IVI001,2023-05-01,3.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,1
LEE003,2023-05-01,4.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,1
SCL004,2023-05-01,38.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,4
SGE002,2023-05-01,4.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,1
SGE003,2023-05-01,23.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,3
SGE009,2023-05-01,0.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,1
SGE009-2,2023-05-01,1.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,1
SGE013,2023-05-01,44.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,4
SGE014,2023-05-01,5.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,1
SGE017,2023-05-01,13.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,3
WAS002,2023-05-01,2.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,1
WAS005,2023-05-01,2.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,1
WAS006,2023-05-01,0.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,1
WAS008,2023-05-01,12.0,65.57142857142857,9.242857142857144,0.0028571428571428,27.54001665001665,3
IVI001,2023-05-08,7.0,69.71428571428571,8.785714285714286,0.0014285714285714,23.508911273911274,1
SCL004,2023-05-08,22.0,69.71428571428571,8.785714285714286,0.0014285714285714,23.508911273911274,3
SCL005,2023-05-08,2.0,69.71428571428571,8.785714285714286,0.0014285714285714,23.508911273911274,1
SGE002,2023-05-08,2.0,69.71428571428571,8.785714285714286,0.0014285714285714,23.508911273911274,1
